"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."
"When using BacDive for research please cite our paper https://doi.org/10.1093/nar/gkae959"

ID,designation_header,strain_number_header,is_type_strain_header,species,domain,"Oxygen tolerance","INSDC genome accesion","BV-BRC genome accession","IMG genome accession"
133099,ISLP-3,"DSM 100501, ATCC TSD-17, JCM 30887",1,"Sanguibacter gelidistatuariae",Bacteria,"facultative anaerobe",GCA_900096585,1814289.3,2657245272
14038,ST-74,"DSM 10542, ATCC 51767, CECT 4540, NCFB 3025, CCUG 36690, JCM 11429, CGMCC 1.3608, CIP 106323, IFO 16158, NBRC 16158, NCIMB 703025",1,"Sanguibacter keddieii",Bacteria,"facultative anaerobe",GCA_000024925,446469.6,646564565
14039,ST-26,"DSM 10543, NCFB 3023, CCUG 36691, JCM 11430, ATCC 51766, CECT 4539, CGMCC 1.3609, CIP 106322, IFO 16159, NBRC 16159, NCIMB 703023",1,"Sanguibacter suarezii",Bacteria,"facultative anaerobe",GCA_001552735,1223525.3,2731957599
184,"R10394, 1010306","DSM 15803, CCUG 44997, CIP 107323",1,"Schaalia cardiffensis",Bacteria,"facultative anaerobe",GCA_016405145,181487.5,8118164008
162,D145A-07,"DSM 6843, ATCC 49285, CCUG 32935, VPI D145A-07, CIP 104749, VPI D145A-7",1,"Schaalia georgiae",Bacteria,"facultative anaerobe",GCA_000429245,1120942.4,2523231019
155,"2A.10, X363","DSM 19120, ATCC 17929, CCUG 20536, DSM 43760, JCM 14871, NCTC 9935, CCM 4740, CIP 101124, LMG 18080",1,"Schaalia odontolytica",Bacteria,"facultative anaerobe",GCA_031191545,1660.236,8116895316
,,,,,,,GCA_900445025,1660.24,2811995233
168,APL1,"DSM 9169, ATCC 51856, CCUG 32394, CIP 105358",1,"Schaalia radingae",Bacteria,"facultative anaerobe",GCA_900106055,131110.4,2630968294
182,"SVA 489II","DSM 15538, CCUG 39276, CIP 106779, KCTC 19918",1,"Schaalia suimastitidis",Bacteria,"facultative anaerobe",GCA_000429105,1120946.3,2523231055
185,R10176,"DSM 15804, CCUG 46091, CIP 107423",1,"Schaalia vaccimaxillae",Bacteria,"facultative anaerobe",GCA_000420425,1120947.3,2523533527
6637,,"DSM 16991, CIP 109152, JCM 16178, CCUG 54937, AHU 1762, SBT 10908, LMG 24040, NBRC 100982",1,"Schleiferilactobacillus harbinensis",Bacteria,"facultative anaerobe",GCA_000425885,1122147.3,2523533608
,,,,,,,GCA_001436325,1122147.4,2690316249
24131,LY-73,"DSM 28193, CCTCC M 2011481, KACC 16878",1,"Schleiferilactobacillus shenzhenensis",Bacteria,"facultative anaerobe",GCA_000469325,1231336.3,2574180395
133011,ZQ18-1,"DSM 28236, CICC 10824",1,"Scopulibacillus daqui",Bacteria,"facultative anaerobe",GCA_016908855,1469162.3,2901206664
159351,WB03_NA08,"DSM 105338, JCM 34392",1,"Scrofimicrobium canadense",Bacteria,"facultative anaerobe",GCA_009696615,2606625.3,2964161494
6697,,"DSM 19909, BCRC 17810, JCM 15043, YIT 11304, LMG 30911",1,"Secundilactobacillus odoratitofui",Bacteria,"facultative anaerobe",GCA_001313185,1423776.3,2734481935
,,,,,,,GCA_001434895,1423776.4,2671180363
24133,,"DSM 26518, JCM 18671, KCTC 21047, SG 293, CIP 110586",1,"Secundilactobacillus oryzae",Bacteria,"facultative anaerobe",GCA_000740055,1291743.3,2971055687
,,,,,,,GCA_001311525,1291743.4,2728369689
6596,LA2,"DSM 15502, JCM 11969, BCRC 80778, CIP 108394, LMG 22473, VTT E-042481",1,"Secundilactobacillus paracollinoides",Bacteria,"facultative anaerobe",GCA_001311135,1423785.3,2728369671
,,,,,,,GCA_001435115,1423785.4,2671180263
140410,IWT25,"DSM 102974, JCM 31145, LMG 30918",1,"Secundilactobacillus pentosiphilus",Bacteria,"facultative anaerobe",GCA_002217985,1714682.3,2956998922
140409,IWT5,"DSM 102973, JCM 31144, LMG 30917",1,"Secundilactobacillus silagincola",Bacteria,"facultative anaerobe",GCA_002583405,1714681.3,2956991292
6694,M36,"DSM 23365, JCM 2765, LMG 23904, BCRC 80777, CIP 110209",1,"Secundilactobacillus similis",Bacteria,"facultative anaerobe",GCA_001311075,1423804.3,2728369669
,,,,,,,GCA_001436595,1423804.4,2700989125
1555,EN8d,"DSM 18088, CCM 7364, CECT 7148, CGMCC 1.6199",1,"Sediminibacillus halophilus",Bacteria,"facultative anaerobe",GCA_900103695,482461.3,2675902964
24737,,"DSM 22335, JCM 15794, KCTC 12833, DCY 13, KACC 15019",1,"Sediminibacterium ginsengisoli",Bacteria,"facultative anaerobe",GCA_900167075,413434.4,2634166300
140808,NF48,"MCCC 1K01157, KCTC 42650",1,"Seohaeicola zhoushanensis",Bacteria,"facultative anaerobe",GCA_014656415,1569283.3,2994292876
141085,Gy8,"KCTC 42396, CICC 23816",1,"Seonamhaeicola algicola",Bacteria,"facultative anaerobe",GCA_007997385,1719036.3,2889980415
158553,B011,"MCCC 1H00146, NBRC 112333",1,"Seonamhaeicola marinus",Bacteria,"facultative anaerobe",GCA_008085455,1912246.6,2890181994
166320,W255,"MCCC 1H00377, KCTC 72085",1,"Seonamhaeicola sediminis",Bacteria,"facultative anaerobe",GCA_004358095,2528206.3,2883608040
5133,"2.78, 2-78, CUEMT 77-165","DSM 4576, ATCC 29844, CIP 78.64, CUETM 77.165, JCM 1242, BCRC 14810, CCM 3407, CCUG 14186, CCUG 37824, CUETM 77-165, IAM 13541, LMG 7882, NBRC 102597, NCTC 12965, IAM 1242",1,"Serratia fonticola",Bacteria,"facultative anaerobe",GCA_000469035,1378072.3,2602041585
,,,,,,,GCA_001006005,47917.8,2636415821
5161,"866, 1284-57","DSM 4487, ATCC 27592, CDC 57, CCUG 9285, ATCC 12926, LMG 7884, CIP 103238, JCM 1245, NCIMB 12815",1,"Serratia liquefaciens",Bacteria,"facultative anaerobe",GCA_000422085,1346614.3,2563366574
5165,"BS 303, 504","DSM 30121, ATCC 13880, CCM 303, DSM 47, NCDC 813-60, NCIB 9155, NCTC 10211, CCUG 1647, JCM 1239, BCRC 10948, CDC 813-60, CECT 846, CGMCC 1.2818, CIP 103235, HAMBI 1286, IAM 12142, KCTC 12457, LMG 2792, NBRC 102204, NCIMB 9155, NRRL B-2544, VKM B-1248, VTT E-97865",1,"Serratia marcescens",Bacteria,"facultative anaerobe",GCA_000735445,911022.4,2588253790
,,,,,,,GCA_000751195,615.100,2617271293
,,,,,,,GCA_002899365,911022.27,2937699850
,,,,,,,GCA_006974205,911022.32,8004489118
,,,,,,,GCA_017298795,911022.47,8119436985
,,,,,,,GCA_017654245,911022.70,8004760261
,,,,,,,GCA_900457055,615.738,8119442041
139473,8K,"CIP 103959, ATCC 14041, NRRL B-1481",0,"Serratia marcescens",Bacteria,"facultative anaerobe",GCA_000695485,615.95,2579778661
5150,1073,"DSM 4582, ATCC 33077, CDC 1979-77, CIP 79.01, ICPB 3995, NCTC 11214, CCUG 14508, CECT 867, JCM 1243, BCRC 12223, CCM 3388, CIP 79.1, IAM 13542, NBRC 102598",1,"Serratia odorifera",Bacteria,"facultative anaerobe",GCA_000163595,667129.3,647000312
,,,,,,,GCA_900635445,618.6,8116884026
5151,"Grimont 510, 510","CCUG 14509, DSM 4540, ATCC 183, CCM 640, JCM 1244, BCRC 12224, CIP 103239, IAM 13543, LMG 7886, NBRC 102599, NCTC 12961, UCCCB109",1,"Serratia plymuthica",Bacteria,"facultative anaerobe",GCA_001590925,1218095.3,2731957629
,,,,,,,GCA_900478125,82996.23,8118030350
5157,3630,"DSM 4543, ATCC 19323, NCPPB 245, NCTC 394, CCUG 14510, CIP 103236, ICPB XP176",1,"Serratia proteamaculans subsp. proteamaculans",Bacteria,"facultative anaerobe",GCA_008830365,28151.36,8111590374
5158,4364,"CCUG 14187, CIP 8195, DSM 4597, ATCC 33765, CIP 81.95, LMG 7887, NCTC 11544, CIP 103237",1,"Serratia quinivorans",Bacteria,"facultative anaerobe",GCA_900457075,137545.5,2806310672
5159,"864, 2199-72","DSM 4480, ATCC 27593, JCM 1240, BCRC 13990, CCUG 10981, CECT 868, CIP 103234, IAM 13545, LMG 5019, NBRC 103169, NCTC 12971",1,"Serratia rubidaea",Bacteria,"facultative anaerobe",GCA_001304675,61652.4,2645727870
,,,,,,,GCA_001598675,1218096.3,2731957709
,,,,,,,GCA_016026735,61652.34,8121639703
,,,,,,,GCA_901472405,61652.27,8118015030
14076,c941,"DSM 17171, JCM 13041, CIP 109339",1,"Shewanella abyssi",Bacteria,"facultative anaerobe",GCA_023284025,311789.5,8045899343
134072,,"KACC 16187, JCM 17801, SC 18",1,"Shewanella aestuarii",Bacteria,"facultative anaerobe",GCA_014647215,1028752.7,2996171577
,,,,,,,GCA_023283685,1028752.9,8114308885
134489,SB2B,"CIP 105786, ATCC 700329",1,"Shewanella amazonensis",Bacteria,"facultative anaerobe",GCA_000015245,326297.10,2518645527
134099,SW-120,"KCCM 41821, JCM 12193, CIP 108633, KCTC 22430",1,"Shewanella aquimarina",Bacteria,"facultative anaerobe",GCA_023349185,260365.6,8045932920
133709,"IR 12","KCTC 23109, JCM 16723",1,"Shewanella frigidimarina",Bacteria,"facultative anaerobe",GCA_003797125,1659315.3,8117564262
14064,,"DSM 9439, CECT 323, IAM 1477, LMG 2250, NCTC 10735, CCUG 39356, JCM 16449, CIP 105850, AJ 2258",1,"Shewanella baltica",Bacteria,"facultative anaerobe",GCA_900456975,62322.8,2855995563
158312,08MAS2251,"DSM 104682, CGMCC 1.16033",1,"Shewanella carassii",Bacteria,"facultative anaerobe",GCA_002777975,1987584.3,2791355117
,,,,,,,GCA_014644375,1987584.4,8113210308
133524,JC5,"CCUG 57101, NBRC 105217, KCC 22540, KCTC 22540",1,"Shewanella chilikensis",Bacteria,"facultative anaerobe",GCA_002836945,558541.4,2859028064
,,,,,,,GCA_003217175,558541.5,2740891837
,,,,,,,GCA_014651975,558541.9,8110940936
,,,,,,,GCA_023283475,558541.31,8113395589
14082,,"DSM 16474, ATCC BAA-642, CIP 107703, KMM 3587",0,"Shewanella colwelliana",Bacteria,"facultative anaerobe",GCA_019655395,23.22,8069344627
23252,UDC329,"DSM 23626, KCTC 22898, CCUG 58667",0,"Shewanella dokdonensis",Bacteria,"facultative anaerobe",GCA_018394335,712036.3,2996188945
,,,,,,,GCA_023283565,712036.5,8046298313
133575,JC15,"CCUG 57102, NBRC 105216, KCTC 22506, JCM 32076",1,"Shewanella fodinae",Bacteria,"facultative anaerobe",GCA_014651955,552357.4,8110937187
,,,,,,,GCA_023349145,552357.13,8113441556
14073,TF-27,"DSM 16422, JCM 11814, KCCM 41648, KCTC 22431",1,"Shewanella gaetbuli",Bacteria,"facultative anaerobe",GCA_023284065,220752.6,8045908484
141062,RZB5-4,"JCM 30804, KCTC 42663, MCCC 1K00697",1,"Shewanella gelidii",Bacteria,"facultative anaerobe",GCA_014647855,1642821.3,2989619994
,,,,,,,GCA_023283645,1642821.6,8113412210
134162,P010,"ATCC BAA-1207, NBRC 100975, CIP 109108",1,"Shewanella hafniensis",Bacteria,"facultative anaerobe",GCA_019655335,365590.8,8112583751
134289,DW01,"KCTC 12896, JCM 14758, BCRC 80906",1,"Shewanella algae",Bacteria,"facultative anaerobe",GCA_000614935,1236541.3,2565956593
14075,c931,"DSM 17170, JCM 11836, CIP 109340, KCTC 22439",1,"Shewanella kaireitica",Bacteria,"facultative anaerobe",GCA_023284045,212021.4,8045903952
138538,IK-1,"CIP 107954, LMG 21403, JCM 11558, CGMCC 1.8460, KCTC 22440",1,"Shewanella marinintestina",Bacteria,"facultative anaerobe",GCA_023283845,190305.4,8046319750
134098,SW-117,"KCCM 41822, JCM 12192, CIP 108637, KCTC 22432",1,"Shewanella marisflavi",Bacteria,"facultative anaerobe",GCA_023283925,260364.10,8113433484
164505,D4-2,"JCM 33294, KCTC 72040",1,"Shewanella maritima",Bacteria,"facultative anaerobe",GCA_004295345,2520507.3,2888147557
139497,ANG-SQ1,"CIP 106450, ATCC 700345",1,"Shewanella pealeana",Bacteria,"facultative anaerobe",GCA_000018285,398579.7,641228508
134207,WP3,"JCM 13877, CGMCC 1.6160",1,"Shewanella piezotolerans",Bacteria,"facultative anaerobe",GCA_000014885,225849.4,643348575
14072,LT13a,"DSM 15900, JCM 12080, CIP 108671, KCTC 22433",1,"Shewanella profunda",Bacteria,"facultative anaerobe",GCA_023283765,254793.4,8046302185
164190,M2,"JCM 32090, KCCM 43257",1,"Shewanella psychromarinicola",Bacteria,"facultative anaerobe",GCA_003855155,2487742.3,8111857600
,,,,,,,GCA_023283865,2487742.6,8113428912
134206,WP2,"JCM 13876, CGMCC 1.6159",1,"Shewanella psychrophila",Bacteria,"facultative anaerobe",GCA_002005305,225848.8,2579779173
138537,HRKA1,"CIP 107953, LMG 21406, JCM 11561, CGMCC 1.8480",1,"Shewanella schlegeliana",Bacteria,"facultative anaerobe",GCA_016765635,190308.3,2996167232
,,,,,,,GCA_019654995,190308.4,8114299127
,,,,,,,GCA_023283605,190308.6,8113407877
14074,"A010-1, HAW-EB3","DSM 17055, CIP 109531, NCIMB 14036, CIP 108924",1,"Shewanella sediminis",Bacteria,"facultative anaerobe",GCA_000018025,425104.7,640753050
14063,"MS32, marine snow isolate 32","DSM 12036, CIP 105547, ATCC 51908, MCCC 1A12977",1,"Shewanella woodyi",Bacteria,"facultative anaerobe",GCA_000019525,392500.6,641522649
14084,S4,"DSM 22215, CCTCC M 209017, JCM 16212, KCTC 23986",1,"Shewanella xiamenensis",Bacteria,"facultative anaerobe",GCA_023283665,332186.73,8113415791
138456,,"CIP 57.28, ATCC 13313, CCUG 9565, NCTC 4837",1,"Shigella dysenteriae",Bacteria,"facultative anaerobe",GCA_002949675,622.424,2850767282
,,,,,,,GCA_900457215,622.509,2916533085
5171,24570,"DSM 4782, ATCC 29903, KCTC 22192, WDCM 00125, CCUG 56439, CIP 82.48, BCRC 13984, KCTC 22529, CECT 8175, NCTC 13631",1,"Shigella flexneri",Bacteria,"facultative anaerobe",GCA_002950215,42897.55,2859793810
137262,3591-52,"CCUG 32079, CIP 104222, ATCC 12022, LMG 10472, WDCM 00126, CECT 4804, NCTC 12698",0,"Shigella flexneri",Bacteria,"facultative anaerobe",GCA_000754175,623.156,2609460125
5172,"I virulent","CCUG 68726, NCTC 12984, CECT 4887, DSM 5570, ATCC 29930, WDCM 00127, CIP 82.49",1,"Shigella sonnei",Bacteria,"facultative anaerobe",GCA_002950395,624.1345,2872158770
,,,,,,,GCA_900457155,624.1595,8118001194
5246,9005-74,"DSM 4481, ATCC 29907, CIP 103175, CIP 104942, HAMBI 1692, JCM 1650, LMG 3030, NCTC 12127, CCUG 14803 B, CDC 9005-74, BCRC 15589, CCUG 14803, CGMCC 1.3440, JCM 24308, NBRC 105725, VTT E-042574",1,"Shimwellia blattae",Bacteria,"facultative anaerobe",GCA_000262305,630626.3,2513020017
,,,,,,,GCA_000327265,630626.10,2531839602
,,,,,,,GCA_900636035,563.11,2836688113
4378,508/05,"DSM 18397, CCUG 54945, CIP 109627, LMG 23730, JCM 16472",1,"Siccibacter turicensis",Bacteria,"facultative anaerobe",GCA_000463155,1388748.3,2617271157
,,,,,,,GCA_000485925,1390075.3,2651869783
10502,ir6-4,"DSM 24239, CGMCC 1.8860, KCTC 22514, NBRC 103189",0,"Silvimonas amylolytica",Bacteria,"facultative anaerobe",GCA_014645555,449663.3,2994874271
10503,ir6-1,"DSM 24036, CGMCC 1.8859, KCTC 22513, NBRC 103188",1,"Silvimonas iriomotensis",Bacteria,"facultative anaerobe",GCA_014645535,449662.3,2994869973
10501,KM-45,"DSM 18233, KCTC 12358, NBRC 100961, JCM 21671, IAM 15217",1,"Silvimonas terrae",Bacteria,"facultative anaerobe",GCA_014202765,300266.6,2861607078
133982,SgZ-10,"CCTCC AB 2012110, KACC 16873, DSM 105453",1,"Siminovitchia thermophila",Bacteria,"facultative anaerobe",GCA_016909185,1245522.3,2901283257
5747,P2,"DSM 21668, NCAIM B 02328",1,"Siphonobacter aquaeclarae",Bacteria,"facultative anaerobe",GCA_900103285,563176.3,2622736636
14139,"USAM 9D","DSM 3403, ATCC 29591, CIP 104802, JCM 21819, KACC 13276, NBRC 15130, IAM 15375, IFO 15130, LMG 8368, NCIMB 12057",1,"Solitalea canadensis",Bacteria,"facultative anaerobe",GCA_000242635,929556.3,2509276062
14184,B90A,"DSM 16412, CCM 7286, MTCC 6364, CIP 108929",1,"Sphingobium indicum",Bacteria,"facultative anaerobe",GCA_000264945,861109.21,2775507255
14250,G1-2,"DSM 19512, CCUG 54232, CIP 109431",1,"Sphingomonas pseudosanguinis",Bacteria,"facultative anaerobe",GCA_014196255,413712.3,2829843910
,,,,,,,GCA_017052355,413712.4,8114394261
14337,,"DSM 17781, ATCC BAA-1285, SIP 1",1,"Spirochaeta cellobiosiphila",Bacteria,"facultative anaerobe",GCA_000426705,1123275.13,2526164518
17904,"5IX/A0/131, 5IX/A01/131","DSM 19753, CIP 109757, MOLA 225",0,"Spongiibacter marinus",Bacteria,"facultative anaerobe",GCA_000422345,1122224.3,2523533546
14385,M-8,"DSM 442, ATCC 23492, NCIB 10269, CCUG 33623, LMG 16675, CIP 104421, IAM 12321, JCM 2513, LMG 6329, BCRC 11598, CECT 692, KCTC 3117, NBRC 102473, NCIMB 10269",1,"Sporolactobacillus laevolacticus",Bacteria,"facultative anaerobe",GCA_000497245,1395513.3,2554235469
14398,M-114,"DSM 11696, JCM 3514, CCUG 41660, CIP 105319, ATCC 700379, CGMCC 1.3845, IAM 12388, LMG 18787, NBRC 101526",1,"Sporolactobacillus nakayamae subsp. nakayamae",Bacteria,"facultative anaerobe",GCA_900113325,269670.4,2597490367
133204,GD201205,"CICC 23867, KCTC 15488",1,"Sporolactobacillus pectinivorans",Bacteria,"facultative anaerobe",GCA_002802965,1591408.3,2791354945
140530,MK21-7,"NBRC 111517, LMG 29111, TISTR 2466",1,"Sporolactobacillus shoreicorticis",Bacteria,"facultative anaerobe",GCA_024125445,1923877.4,8054353174
14399,M-116,"CCUG 41658, CIP 105317, DSM 11697, JCM 3516, ATCC 700380, IAM 14264, LMG 18887, NBRC 101527",1,"Sporolactobacillus terrae",Bacteria,"facultative anaerobe",GCA_000648615,1444306.3,2711768088
14404,SL153,"DSM 21990, JCM 14637, KCTC 5376",1,"Sporolactobacillus vineae",Bacteria,"facultative anaerobe",GCA_000246965,1123284.3,2551306548
14677,"6 VT, 6-4","DSM 23656, CCUG 59809",1,"Staphylococcus agnetis",Bacteria,"facultative anaerobe",GCA_002901865,985762.14,8036102540
14487,"533 R4","DSM 20231, ATCC 12600, CCM 885, NCDO 949, NCTC 8532, CCUG 1800, IAM 12544, JCM 20624, ATCC 12600-U, CIP 65.8, HAMBI 66, NBRC 100910, NCAIM B.01065, NCCB 72047, NCIMB 13062, UCCCB115, GIFU 9120",1,"Staphylococcus aureus",Bacteria,"facultative anaerobe",GCA_000330825,1241616.3,2541047520
,,,,,,,GCA_001027105,1241616.6,2654587978
,,,,,,,GCA_001457515,1280.4849,2667527535
,,,,,,,GCA_001544175,1223492.3,2675903531
,,,,,,,GCA_006094915,46170.824,8111845920
,,,,,,,GCA_026167765,1280.44395,8119839445
14444,MVF-7,"DSM 20714, ATCC 35844, CIP 103780, CCUG 37246, CCM 3823, MVF 7, GIFU 10707",0,"Staphylococcus aureus",Bacteria,"facultative anaerobe",GCA_002902425,72759.14,2917488298
14445,"209 P, 209P","CCUG 1828, CCM 2022, DSM 346, ATCC 6538P, CIP 53.156, NCTC 7447, WDCM 00033, JCM 2151, BCRC 10451, CECT 240, CGMCC 1.2910, FDA 209P, IAM 1011, IAM 12082, IFO 12732, IID 671, KCTC 1927, LMG 8195, NBRC 12732, NCFB 1963, NCIMB 8625, NRIC 1136, NRRL B-313, RIMD 3109007, IMET 10904, NCDO 1963, NRRL : B-313, IFO 3061, WDCM 00195",0,"Staphylococcus aureus",Bacteria,"facultative anaerobe",GCA_001312225,1295139.3,2728369715
14447,209,"CCUG 10778, IFO 13276, CCM 4516, DSM 799, ATCC 6538, CIP 4.83, NCIMB 9518, NCTC 10788, WDCM 00032, IMET 10761, CCTM 2103, CCUG 1623, LMG 8064, NBRC 13276, CECT 239, CMCC (B)26003",0,"Staphylococcus aureus",Bacteria,"facultative anaerobe",GCA_002025145,46170.304,2966189264
14448,"Seattle 1945","DSM 1104, ATCC 25923, WDCM 00034, CCUG 17621, JCM 2413, CCM 3953, CCUG 7738, CECT 435, CIP 76.25, IFO 14462, LMG 8224, NBRC 14462, NCIMB 12702, NCTC 12981, VTT E-94530",0,"Staphylococcus aureus",Bacteria,"facultative anaerobe",GCA_001310915,1236977.3,2728369662
,,,,,,,GCA_002202075,1280.12905,2969609178
,,,,,,,GCA_002202095,1280.12906,2877992982
14449,Wichita,"CCUG 15915, DSM 2569, ATCC 29213, WDCM 00131, JCM 2874, CCM 4223, CECT 794, CIP 103429, IFO 15035, LMG 10147, NBIMCC 3999, NBRC 15035, NCTC 12973",0,"Staphylococcus aureus",Bacteria,"facultative anaerobe",GCA_001267715,46170.151,2648501387
14451,SA113,"CCUG 41582, DSM 4910, ATCC 35556, NCTC 8325, CIP 107700",0,"Staphylococcus aureus",Bacteria,"facultative anaerobe",GCA_000013425,93061.5,637000279
,,,,,,,GCA_000736455,46170.125,2617271190
,,,,,,,GCA_900475245,93061.132,2986843447
14486,"S11, SII","DSM 20372, ATCC 12598, CCM 2352, NCTC 8530, CIP 65.6, NCDO 1552, NCIMB 11787",0,"Staphylococcus aureus",Bacteria,"facultative anaerobe",GCA_001019455,1280.4807,2671180419
138348,,"CIP 106415, ATCC 700698, CCUG 45316, Mu 3",0,"Staphylococcus aureus",Bacteria,"facultative anaerobe",GCA_001019065,1280.4823,2690315744
138353,,"CIP 106414, ATCC 700699, MU 50",0,"Staphylococcus aureus",Bacteria,"facultative anaerobe",GCA_001019435,1280.4808,2852001951
14602,,"CCUG 35142, DSM 6717, ATCC 49326, MAW 8436, CIP 104192, MAW 8434",1,"Staphylococcus capitis subsp. urealyticus",Bacteria,"facultative anaerobe",GCA_002901925,74703.3,2917448220
14516,361,"DSM 20501, ATCC 51365, CCUG 15605, CIP 103274, GIFU 10766",1,"Staphylococcus carnosus",Bacteria,"facultative anaerobe",GCA_016028275,1281.24,8120141062
14634,"SK 11, SK 11T","DSM 11676, JCM 6067, CCUG 39903, CIP 105758, NCIMB 13560, NCTC 13826",1,"Staphylococcus carnosus",Bacteria,"facultative anaerobe",GCA_002902605,147449.14,2917453476
14655,SB72,"DSM 15096, CIP 107658, CCUG 47674, CCM 7194",1,"Staphylococcus casei",Bacteria,"facultative anaerobe",GCA_002902445,201828.3,2917474615
,,,,,,,GCA_030294405,201828.6,8052605932
14517,1462,"CCUG 4319, CIP 81.59, NRRL B-14759, DSM 20454, ATCC 43764, CCM 3387, NCTC 10530",1,"Staphylococcus chromogenes",Bacteria,"facultative anaerobe",GCA_002901945,46126.27,8053198196
,,,,,,,GCA_014635745,46126.177,8112516553
,,,,,,,GCA_017775145,46126.206,8116980927
,,,,,,,GCA_900458195,46126.119,8053195853
14601,"GA211, GA 211","DSM 6628, ATCC 49545, CIP 104370, JCM 7470, CCUG 37248, CCM 4313, DSMZ 6628, GTC 510, LMG 22205",1,"Staphylococcus coagulans",Bacteria,"facultative anaerobe",GCA_002901995,74706.5,2917424509
14518,"GH 137, GH137","DSM 20260, ATCC 29974, CCM 2736, JCM 2417, BCRC 12155, CCUG 35144, CCUG 6463, CCUG 7322, CIP 81.54, NBRC 109713, NCIMB 13637, NCTC 11041, NRRL B-14756",1,"Staphylococcus cohnii",Bacteria,"facultative anaerobe",GCA_002902365,74704.9,8053020678
,,,,,,,GCA_900240165,29382.25,2969584210
,,,,,,,GCA_900458255,29382.51,8053093759
14632,F-2,"DSM 11674, JCM 6074, CCUG 39902, CCM 4753, CIP 105760, NCIMB 13559, NCTC 13827",1,"Staphylococcus condimenti",Bacteria,"facultative anaerobe",GCA_001014685,70255.10,2645727505
,,,,,,,GCA_001618885,70255.13,2687453551
,,,,,,,GCA_002902505,70255.17,2917450786
,,,,,,,GCA_900637235,70255.18,8117959094
14521,Heidy,"CCUG 30107, CCM 4115, DSM 20771, ATCC 49171, CIP 103732, NCIMB 13206",1,"Staphylococcus delphini",Bacteria,"facultative anaerobe",GCA_003585325,53344.20,2917461297
14676,"KS-SP60, KS-SP 60","DSM 25293, CCUG 58238, LMG 25332, CCM 7896, CIP 110234",1,"Staphylococcus devriesei",Bacteria,"facultative anaerobe",GCA_002902625,586733.6,2917466835
14529,Fussel,"DSM 20044, ATCC 14990, CCM 2124, WDCM 00132, JCM 2414, CCUG 18000, CCUG 39508, CECT 232, CIP 81.55, IAM 12013, LMG 10474, NBRC 100865, NBRC 100911, NCIMB 12721, NCTC 11047",1,"Staphylococcus epidermidis",Bacteria,"facultative anaerobe",GCA_001310935,1236978.3,2728369663
,,,,,,,GCA_002901875,1282.2421,8109122436
,,,,,,,GCA_006742205,1282.3359,8113790396
,,,,,,,GCA_900458605,1282.2825,8109068015
14522,,"DSM 1798, ATCC 12228, WDCM 00036, CCUG 21989, PCI 1200, JCM 20345, IAM 12012, IFO 12993, NBRC 12993, NCIMB 8853, CIP 68.21, LMG 10273, CCM 4418, CECT 231, NCTC 13360, WHO 12",0,"Staphylococcus epidermidis",Bacteria,"facultative anaerobe",GCA_000007645,176280.10,637000281
,,,,,,,GCA_000751035,1449752.3,2597490210
,,,,,,,GCA_002215535,1282.2244,2980955066
24584,"RP62a, BM 3577","DSM 28319, ATCC 35984, CECT 4184, CCUG 31568, CIP 105777, BCRC 17069",0,"Staphylococcus epidermidis",Bacteria,"facultative anaerobe",GCA_000011925,176279.9,637000282
14544,"SM 131","DSM 20263, ATCC 29970, CCM 2737, CCUG 7323, NCTC 11042, JCM 2416, BCRC 12923, CECT 4900, CIP 81.56, KCTC 3341, LMG 13349, NBRC 109768, NCIMB 14489, NRRL B-14755, VTT E-97770, GIFU 9124",1,"Staphylococcus haemolyticus",Bacteria,"facultative anaerobe",GCA_002901805,1283.594,8109119869
,,,,,,,GCA_006094395,1283.682,8111624103
,,,,,,,GCA_900458595,1283.646,8119836818
14636,"DM 122","DSM 20328, ATCC 27844, JCM 31912, CCUG 35516, BCRC 12156, CCM 3474, CECT 234, CIP 81.57, JCM 2419, KCTC 3343, LMG 13348, MTCC 6150, NBRC 110726, NCIMB 14488, NCTC 11320, NRRL B-14737, CCUG 6468, GIFU 9125",1,"Staphylococcus hominis subsp. hominis",Bacteria,"facultative anaerobe",GCA_002901845,145391.8,8052783282
,,,,,,,GCA_900458635,1290.133,8115180594
14657,R22,"DSM 15614, ATCC 700236, CCUG 42399, CIP 105719",1,"Staphylococcus hominis subsp. novobiosepticus",Bacteria,"facultative anaerobe",GCA_002902465,145393.3,8052792742
14555,"H11, H11/68","DSM 20373, ATCC 29663, CCM 5739, NCTC 11048, JCM 2422, BCRC 12157, CCUG 27191, CCUG 6520, CECT 7205, CIP 81.60, CNCTC M16/75, KCTC 3344, LMG 13351, MTCC 6152, NRRL B-14754, GIFU 8781",1,"Staphylococcus intermedius",Bacteria,"facultative anaerobe",GCA_000308095,1141106.7,2548876980
,,,,,,,GCA_002902385,1141106.9,2917445263
,,,,,,,GCA_900458545,1141106.10,2917485323
14562,N860297,"CCUG 25348, DSM 4804, ATCC 43809, CIP 103642, CCM 4069, NCTC 12217",1,"Staphylococcus lugdunensis",Bacteria,"facultative anaerobe",GCA_002901705,28035.39,8012156683
,,,,,,,GCA_900478255,28035.42,2986880917
