Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR4408022	WGS of infant gut metagenome: Finnish subject E017049 at age 117 days	Illumina HiSeq 2500	14896	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408022/SRR4408022.sra	SRR4408022.sra	SRR4408022_WGS_of_infant_gut_metagenome_Finnish_subject_E017049_at_age_117_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/002/SRR4408022/SRR4408022_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/002/SRR4408022/SRR4408022_1.fastq.gz	SRR4408022_1.fastq.gz	SRR4408022_WGS_of_infant_gut_metagenome_Finnish_subject_E017049_at_age_117_days_1.fastq.gz
SRR4408022	WGS of infant gut metagenome: Finnish subject E017049 at age 117 days	Illumina HiSeq 2500	14896	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408022/SRR4408022.sra	SRR4408022.sra	SRR4408022_WGS_of_infant_gut_metagenome_Finnish_subject_E017049_at_age_117_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/002/SRR4408022/SRR4408022_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/002/SRR4408022/SRR4408022_2.fastq.gz	SRR4408022_2.fastq.gz	SRR4408022_WGS_of_infant_gut_metagenome_Finnish_subject_E017049_at_age_117_days_2.fastq.gz
SRR4305472	WGS of infant gut metagenome: Finnish subject E016870 at age 829 days	Illumina HiSeq 2500	17513	1475733600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR430/SRR4305472/SRR4305472.sra	SRR4305472.sra	SRR4305472_WGS_of_infant_gut_metagenome_Finnish_subject_E016870_at_age_829_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR430/002/SRR4305472/SRR4305472_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR430/002/SRR4305472/SRR4305472_1.fastq.gz	SRR4305472_1.fastq.gz	SRR4305472_WGS_of_infant_gut_metagenome_Finnish_subject_E016870_at_age_829_days_1.fastq.gz
SRR4305472	WGS of infant gut metagenome: Finnish subject E016870 at age 829 days	Illumina HiSeq 2500	17513	1475733600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR430/SRR4305472/SRR4305472.sra	SRR4305472.sra	SRR4305472_WGS_of_infant_gut_metagenome_Finnish_subject_E016870_at_age_829_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR430/002/SRR4305472/SRR4305472_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR430/002/SRR4305472/SRR4305472_2.fastq.gz	SRR4305472_2.fastq.gz	SRR4305472_WGS_of_infant_gut_metagenome_Finnish_subject_E016870_at_age_829_days_2.fastq.gz
SRR4305419	WGS of infant gut metagenome: Finnish subject E017049 at age 846 days	Illumina HiSeq 2500	22231	1475733600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR430/SRR4305419/SRR4305419.sra	SRR4305419.sra	SRR4305419_WGS_of_infant_gut_metagenome_Finnish_subject_E017049_at_age_846_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR430/009/SRR4305419/SRR4305419_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR430/009/SRR4305419/SRR4305419_1.fastq.gz	SRR4305419_1.fastq.gz	SRR4305419_WGS_of_infant_gut_metagenome_Finnish_subject_E017049_at_age_846_days_1.fastq.gz
SRR4305419	WGS of infant gut metagenome: Finnish subject E017049 at age 846 days	Illumina HiSeq 2500	22231	1475733600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR430/SRR4305419/SRR4305419.sra	SRR4305419.sra	SRR4305419_WGS_of_infant_gut_metagenome_Finnish_subject_E017049_at_age_846_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR430/009/SRR4305419/SRR4305419_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR430/009/SRR4305419/SRR4305419_2.fastq.gz	SRR4305419_2.fastq.gz	SRR4305419_WGS_of_infant_gut_metagenome_Finnish_subject_E017049_at_age_846_days_2.fastq.gz
SRR4408278	WGS of infant gut metagenome: Finnish subject E016870 at age 226 days	Illumina HiSeq 2500	28706	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408278/SRR4408278.sra	SRR4408278.sra	SRR4408278_WGS_of_infant_gut_metagenome_Finnish_subject_E016870_at_age_226_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/008/SRR4408278/SRR4408278_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/008/SRR4408278/SRR4408278_1.fastq.gz	SRR4408278_1.fastq.gz	SRR4408278_WGS_of_infant_gut_metagenome_Finnish_subject_E016870_at_age_226_days_1.fastq.gz
SRR4408278	WGS of infant gut metagenome: Finnish subject E016870 at age 226 days	Illumina HiSeq 2500	28706	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408278/SRR4408278.sra	SRR4408278.sra	SRR4408278_WGS_of_infant_gut_metagenome_Finnish_subject_E016870_at_age_226_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/008/SRR4408278/SRR4408278_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/008/SRR4408278/SRR4408278_2.fastq.gz	SRR4408278_2.fastq.gz	SRR4408278_WGS_of_infant_gut_metagenome_Finnish_subject_E016870_at_age_226_days_2.fastq.gz
SRR4408135	WGS of infant gut metagenome: Finnish subject E017049 at age 208 days	Illumina HiSeq 2500	32905	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408135/SRR4408135.sra	SRR4408135.sra	SRR4408135_WGS_of_infant_gut_metagenome_Finnish_subject_E017049_at_age_208_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/005/SRR4408135/SRR4408135_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/005/SRR4408135/SRR4408135_1.fastq.gz	SRR4408135_1.fastq.gz	SRR4408135_WGS_of_infant_gut_metagenome_Finnish_subject_E017049_at_age_208_days_1.fastq.gz
SRR4408135	WGS of infant gut metagenome: Finnish subject E017049 at age 208 days	Illumina HiSeq 2500	32905	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408135/SRR4408135.sra	SRR4408135.sra	SRR4408135_WGS_of_infant_gut_metagenome_Finnish_subject_E017049_at_age_208_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/005/SRR4408135/SRR4408135_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/005/SRR4408135/SRR4408135_2.fastq.gz	SRR4408135_2.fastq.gz	SRR4408135_WGS_of_infant_gut_metagenome_Finnish_subject_E017049_at_age_208_days_2.fastq.gz
SRR4408181	WGS of infant gut metagenome: Finnish subject E017049 at age 55 days	Illumina HiSeq 2500	17544	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408181/SRR4408181.sra	SRR4408181.sra	SRR4408181_WGS_of_infant_gut_metagenome_Finnish_subject_E017049_at_age_55_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/001/SRR4408181/SRR4408181_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/001/SRR4408181/SRR4408181_1.fastq.gz	SRR4408181_1.fastq.gz	SRR4408181_WGS_of_infant_gut_metagenome_Finnish_subject_E017049_at_age_55_days_1.fastq.gz
SRR4408181	WGS of infant gut metagenome: Finnish subject E017049 at age 55 days	Illumina HiSeq 2500	17544	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408181/SRR4408181.sra	SRR4408181.sra	SRR4408181_WGS_of_infant_gut_metagenome_Finnish_subject_E017049_at_age_55_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/001/SRR4408181/SRR4408181_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/001/SRR4408181/SRR4408181_2.fastq.gz	SRR4408181_2.fastq.gz	SRR4408181_WGS_of_infant_gut_metagenome_Finnish_subject_E017049_at_age_55_days_2.fastq.gz
SRR4305485	WGS of infant gut metagenome: Finnish subject E018421 at age 482 days	Illumina HiSeq 2500	25399	1475733600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR430/SRR4305485/SRR4305485.sra	SRR4305485.sra	SRR4305485_WGS_of_infant_gut_metagenome_Finnish_subject_E018421_at_age_482_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR430/005/SRR4305485/SRR4305485_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR430/005/SRR4305485/SRR4305485_1.fastq.gz	SRR4305485_1.fastq.gz	SRR4305485_WGS_of_infant_gut_metagenome_Finnish_subject_E018421_at_age_482_days_1.fastq.gz
SRR4305485	WGS of infant gut metagenome: Finnish subject E018421 at age 482 days	Illumina HiSeq 2500	25399	1475733600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR430/SRR4305485/SRR4305485.sra	SRR4305485.sra	SRR4305485_WGS_of_infant_gut_metagenome_Finnish_subject_E018421_at_age_482_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR430/005/SRR4305485/SRR4305485_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR430/005/SRR4305485/SRR4305485_2.fastq.gz	SRR4305485_2.fastq.gz	SRR4305485_WGS_of_infant_gut_metagenome_Finnish_subject_E018421_at_age_482_days_2.fastq.gz
SRR4408269	WGS of infant gut metagenome: Finnish subject E017715 at age 216 days	Illumina HiSeq 2500	21846	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408269/SRR4408269.sra	SRR4408269.sra	SRR4408269_WGS_of_infant_gut_metagenome_Finnish_subject_E017715_at_age_216_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/009/SRR4408269/SRR4408269_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/009/SRR4408269/SRR4408269_1.fastq.gz	SRR4408269_1.fastq.gz	SRR4408269_WGS_of_infant_gut_metagenome_Finnish_subject_E017715_at_age_216_days_1.fastq.gz
SRR4408269	WGS of infant gut metagenome: Finnish subject E017715 at age 216 days	Illumina HiSeq 2500	21846	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408269/SRR4408269.sra	SRR4408269.sra	SRR4408269_WGS_of_infant_gut_metagenome_Finnish_subject_E017715_at_age_216_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/009/SRR4408269/SRR4408269_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/009/SRR4408269/SRR4408269_2.fastq.gz	SRR4408269_2.fastq.gz	SRR4408269_WGS_of_infant_gut_metagenome_Finnish_subject_E017715_at_age_216_days_2.fastq.gz
SRR4408223	WGS of infant gut metagenome: Finnish subject E017715 at age 498 days	Illumina HiSeq 2500	42340	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408223/SRR4408223.sra	SRR4408223.sra	SRR4408223_WGS_of_infant_gut_metagenome_Finnish_subject_E017715_at_age_498_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/003/SRR4408223/SRR4408223_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/003/SRR4408223/SRR4408223_1.fastq.gz	SRR4408223_1.fastq.gz	SRR4408223_WGS_of_infant_gut_metagenome_Finnish_subject_E017715_at_age_498_days_1.fastq.gz
SRR4408223	WGS of infant gut metagenome: Finnish subject E017715 at age 498 days	Illumina HiSeq 2500	42340	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408223/SRR4408223.sra	SRR4408223.sra	SRR4408223_WGS_of_infant_gut_metagenome_Finnish_subject_E017715_at_age_498_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/003/SRR4408223/SRR4408223_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/003/SRR4408223/SRR4408223_2.fastq.gz	SRR4408223_2.fastq.gz	SRR4408223_WGS_of_infant_gut_metagenome_Finnish_subject_E017715_at_age_498_days_2.fastq.gz
SRR4305428	WGS of infant gut metagenome: Finnish subject E017715 at age 396 days	Illumina HiSeq 2500	30157	1475733600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR430/SRR4305428/SRR4305428.sra	SRR4305428.sra	SRR4305428_WGS_of_infant_gut_metagenome_Finnish_subject_E017715_at_age_396_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR430/008/SRR4305428/SRR4305428_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR430/008/SRR4305428/SRR4305428_1.fastq.gz	SRR4305428_1.fastq.gz	SRR4305428_WGS_of_infant_gut_metagenome_Finnish_subject_E017715_at_age_396_days_1.fastq.gz
SRR4305428	WGS of infant gut metagenome: Finnish subject E017715 at age 396 days	Illumina HiSeq 2500	30157	1475733600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR430/SRR4305428/SRR4305428.sra	SRR4305428.sra	SRR4305428_WGS_of_infant_gut_metagenome_Finnish_subject_E017715_at_age_396_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR430/008/SRR4305428/SRR4305428_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR430/008/SRR4305428/SRR4305428_2.fastq.gz	SRR4305428_2.fastq.gz	SRR4305428_WGS_of_infant_gut_metagenome_Finnish_subject_E017715_at_age_396_days_2.fastq.gz
SRR4408293	WGS of infant gut metagenome: Finnish subject E018421 at age 1093 days	Illumina HiSeq 2500	32092	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408293/SRR4408293.sra	SRR4408293.sra	SRR4408293_WGS_of_infant_gut_metagenome_Finnish_subject_E018421_at_age_1093_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/003/SRR4408293/SRR4408293_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/003/SRR4408293/SRR4408293_1.fastq.gz	SRR4408293_1.fastq.gz	SRR4408293_WGS_of_infant_gut_metagenome_Finnish_subject_E018421_at_age_1093_days_1.fastq.gz
SRR4408293	WGS of infant gut metagenome: Finnish subject E018421 at age 1093 days	Illumina HiSeq 2500	32092	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408293/SRR4408293.sra	SRR4408293.sra	SRR4408293_WGS_of_infant_gut_metagenome_Finnish_subject_E018421_at_age_1093_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/003/SRR4408293/SRR4408293_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/003/SRR4408293/SRR4408293_2.fastq.gz	SRR4408293_2.fastq.gz	SRR4408293_WGS_of_infant_gut_metagenome_Finnish_subject_E018421_at_age_1093_days_2.fastq.gz
SRR4408201	WGS of infant gut metagenome: Finnish subject E018421 at age 115 days	Illumina HiSeq 2500	14278	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408201/SRR4408201.sra	SRR4408201.sra	SRR4408201_WGS_of_infant_gut_metagenome_Finnish_subject_E018421_at_age_115_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/001/SRR4408201/SRR4408201_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/001/SRR4408201/SRR4408201_1.fastq.gz	SRR4408201_1.fastq.gz	SRR4408201_WGS_of_infant_gut_metagenome_Finnish_subject_E018421_at_age_115_days_1.fastq.gz
SRR4408201	WGS of infant gut metagenome: Finnish subject E018421 at age 115 days	Illumina HiSeq 2500	14278	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408201/SRR4408201.sra	SRR4408201.sra	SRR4408201_WGS_of_infant_gut_metagenome_Finnish_subject_E018421_at_age_115_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/001/SRR4408201/SRR4408201_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/001/SRR4408201/SRR4408201_2.fastq.gz	SRR4408201_2.fastq.gz	SRR4408201_WGS_of_infant_gut_metagenome_Finnish_subject_E018421_at_age_115_days_2.fastq.gz
SRR4305470	WGS of infant gut metagenome: Finnish subject E018421 at age 571 days	Illumina HiSeq 2500	31837	1475733600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR430/SRR4305470/SRR4305470.sra	SRR4305470.sra	SRR4305470_WGS_of_infant_gut_metagenome_Finnish_subject_E018421_at_age_571_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR430/000/SRR4305470/SRR4305470_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR430/000/SRR4305470/SRR4305470_1.fastq.gz	SRR4305470_1.fastq.gz	SRR4305470_WGS_of_infant_gut_metagenome_Finnish_subject_E018421_at_age_571_days_1.fastq.gz
SRR4305470	WGS of infant gut metagenome: Finnish subject E018421 at age 571 days	Illumina HiSeq 2500	31837	1475733600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR430/SRR4305470/SRR4305470.sra	SRR4305470.sra	SRR4305470_WGS_of_infant_gut_metagenome_Finnish_subject_E018421_at_age_571_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR430/000/SRR4305470/SRR4305470_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR430/000/SRR4305470/SRR4305470_2.fastq.gz	SRR4305470_2.fastq.gz	SRR4305470_WGS_of_infant_gut_metagenome_Finnish_subject_E018421_at_age_571_days_2.fastq.gz
SRR4305345	WGS of infant gut metagenome: Finnish subject E018421 at age 663 days	Illumina HiSeq 2500	15305	1475733600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR430/SRR4305345/SRR4305345.sra	SRR4305345.sra	SRR4305345_WGS_of_infant_gut_metagenome_Finnish_subject_E018421_at_age_663_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR430/005/SRR4305345/SRR4305345_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR430/005/SRR4305345/SRR4305345_1.fastq.gz	SRR4305345_1.fastq.gz	SRR4305345_WGS_of_infant_gut_metagenome_Finnish_subject_E018421_at_age_663_days_1.fastq.gz
SRR4305345	WGS of infant gut metagenome: Finnish subject E018421 at age 663 days	Illumina HiSeq 2500	15305	1475733600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR430/SRR4305345/SRR4305345.sra	SRR4305345.sra	SRR4305345_WGS_of_infant_gut_metagenome_Finnish_subject_E018421_at_age_663_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR430/005/SRR4305345/SRR4305345_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR430/005/SRR4305345/SRR4305345_2.fastq.gz	SRR4305345_2.fastq.gz	SRR4305345_WGS_of_infant_gut_metagenome_Finnish_subject_E018421_at_age_663_days_2.fastq.gz
SRR4305354	WGS of infant gut metagenome: Finnish subject E018574 at age 1076 days	Illumina HiSeq 2500	17549	1475733600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR430/SRR4305354/SRR4305354.sra	SRR4305354.sra	SRR4305354_WGS_of_infant_gut_metagenome_Finnish_subject_E018574_at_age_1076_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR430/004/SRR4305354/SRR4305354_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR430/004/SRR4305354/SRR4305354_1.fastq.gz	SRR4305354_1.fastq.gz	SRR4305354_WGS_of_infant_gut_metagenome_Finnish_subject_E018574_at_age_1076_days_1.fastq.gz
SRR4305354	WGS of infant gut metagenome: Finnish subject E018574 at age 1076 days	Illumina HiSeq 2500	17549	1475733600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR430/SRR4305354/SRR4305354.sra	SRR4305354.sra	SRR4305354_WGS_of_infant_gut_metagenome_Finnish_subject_E018574_at_age_1076_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR430/004/SRR4305354/SRR4305354_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR430/004/SRR4305354/SRR4305354_2.fastq.gz	SRR4305354_2.fastq.gz	SRR4305354_WGS_of_infant_gut_metagenome_Finnish_subject_E018574_at_age_1076_days_2.fastq.gz
SRR4408146	WGS of infant gut metagenome: Finnish subject E018574 at age 118 days	Illumina HiSeq 2500	6517	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408146/SRR4408146.sra	SRR4408146.sra	SRR4408146_WGS_of_infant_gut_metagenome_Finnish_subject_E018574_at_age_118_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/006/SRR4408146/SRR4408146_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/006/SRR4408146/SRR4408146_1.fastq.gz	SRR4408146_1.fastq.gz	SRR4408146_WGS_of_infant_gut_metagenome_Finnish_subject_E018574_at_age_118_days_1.fastq.gz
SRR4408146	WGS of infant gut metagenome: Finnish subject E018574 at age 118 days	Illumina HiSeq 2500	6517	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408146/SRR4408146.sra	SRR4408146.sra	SRR4408146_WGS_of_infant_gut_metagenome_Finnish_subject_E018574_at_age_118_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/006/SRR4408146/SRR4408146_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/006/SRR4408146/SRR4408146_2.fastq.gz	SRR4408146_2.fastq.gz	SRR4408146_WGS_of_infant_gut_metagenome_Finnish_subject_E018574_at_age_118_days_2.fastq.gz
SRR4408210	WGS of infant gut metagenome: Finnish subject E018574 at age 78 days	Illumina HiSeq 2500	5064	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408210/SRR4408210.sra	SRR4408210.sra	SRR4408210_WGS_of_infant_gut_metagenome_Finnish_subject_E018574_at_age_78_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/000/SRR4408210/SRR4408210_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/000/SRR4408210/SRR4408210_1.fastq.gz	SRR4408210_1.fastq.gz	SRR4408210_WGS_of_infant_gut_metagenome_Finnish_subject_E018574_at_age_78_days_1.fastq.gz
SRR4408210	WGS of infant gut metagenome: Finnish subject E018574 at age 78 days	Illumina HiSeq 2500	5064	1476511200000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR440/SRR4408210/SRR4408210.sra	SRR4408210.sra	SRR4408210_WGS_of_infant_gut_metagenome_Finnish_subject_E018574_at_age_78_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR440/000/SRR4408210/SRR4408210_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR440/000/SRR4408210/SRR4408210_2.fastq.gz	SRR4408210_2.fastq.gz	SRR4408210_WGS_of_infant_gut_metagenome_Finnish_subject_E018574_at_age_78_days_2.fastq.gz
SRR4305453	WGS of infant gut metagenome: Finnish subject E018574 at age 487 days	Illumina HiSeq 2500	41513	1475733600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR430/SRR4305453/SRR4305453.sra	SRR4305453.sra	SRR4305453_WGS_of_infant_gut_metagenome_Finnish_subject_E018574_at_age_487_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR430/003/SRR4305453/SRR4305453_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR430/003/SRR4305453/SRR4305453_1.fastq.gz	SRR4305453_1.fastq.gz	SRR4305453_WGS_of_infant_gut_metagenome_Finnish_subject_E018574_at_age_487_days_1.fastq.gz
SRR4305453	WGS of infant gut metagenome: Finnish subject E018574 at age 487 days	Illumina HiSeq 2500	41513	1475733600000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR430/SRR4305453/SRR4305453.sra	SRR4305453.sra	SRR4305453_WGS_of_infant_gut_metagenome_Finnish_subject_E018574_at_age_487_days.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR430/003/SRR4305453/SRR4305453_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR430/003/SRR4305453/SRR4305453_2.fastq.gz	SRR4305453_2.fastq.gz	SRR4305453_WGS_of_infant_gut_metagenome_Finnish_subject_E018574_at_age_487_days_2.fastq.gz
