ID,designation_header,strain_number_header,is_type_strain_header,species,domain,phylum,Oxygen tolerance,Genome seq. accession number,Genome Sequence associated NCBI tax ID
12669,BL-34,"DSM 19609, LMG 23248, NRRL B-41418, CCUG 55599, JCM 14918, NBRC 106143",1,Brooklawnia cerclae,Bacteria,Actinomycetota,anaerobe,GCA_011758645,349934
,,,,,,,facultative anaerobe,,
,,,,,,,microaerophile,,
1897,CA-34,"DSM 22292, CCUG 57879",1,Brucella ciceri,Bacteria,Pseudomonadota,aerobe,GCA_012103155,391287
1882,OgA9a,"DSM 13338, NBRC 102586, CCUG 46362, CIP 107373, LMG 18954",1,Brucella grignonensis,Bacteria,Pseudomonadota,aerobe,GCA_002252505,94627
,,,,,,,obligate aerobe,GCA_012103085,94627
1893,Falu B 57617/97,"DSM 22355, CCUG 38531, CIP 109452",1,Brucella haematophila,Bacteria,Pseudomonadota,aerobe,GCA_005938105,419474
,,,,,,,obligate aerobe,GCA_012103105,419474
133528,"CPAM 6436, BO1",BCCN 09-01,1,Brucella inopinata,Bacteria,Pseudomonadota,aerobe,GCA_000182725,470735
,,,,,,,obligate aerobe,,
134306,,"BCCN 07-01, CAPM 6434, CCM 4915",1,Brucella microti,Bacteria,Pseudomonadota,aerobe,GCA_000022745,568815
1887,,"CCUG 54940, DSM 17471, MTCC 4195, NBRC 102588",1,Brucella oryzae,Bacteria,Pseudomonadota,aerobe,GCA_012103035,335286
1896,,"DSM 22207, CCUG 50899",1,Brucella pituitosa,Bacteria,Pseudomonadota,aerobe,GCA_003049685,571256
,,,,,,,obligate aerobe,GCA_008801705,571256
1884,SCII24,"DSM 13340, NBRC 102585, CCUG 47104, LMG 18957, UCCCB44",1,Brucella tritici,Bacteria,Pseudomonadota,aerobe,GCA_008932295,94626
,,,,,,,,GCA_012395245,94626
132528,F60,"DSM 101715, BCCN 09-2",1,Brucella vulpis,Bacteria,Pseudomonadota,aerobe,GCA_900000005,981386
140708,N62,"KCTC 42589, MCCC 1H00117",1,Brumimicrobium aurantiacum,Bacteria,Bacteroidota,aerobe,GCA_003402975,1737063
,,,,,,,facultative anaerobe,,
,,,,,,,obligate aerobe,,
133865,YH207,"KCCM 42331, JCM 14063",1,Brumimicrobium mesophilum,Bacteria,Bacteroidota,aerobe,GCA_003025005,392717
,,,,,,,obligate aerobe,,
159793,LHR20,"KCTC 62372T, MCCC 1H00247",1,Brumimicrobium salinarum,Bacteria,Bacteroidota,aerobe,GCA_002844555,2058658
,,,,,,,obligate aerobe,,
141,,"DSM 22489, LMG 25276, SN 10",1,Bryocella elongata,Bacteria,Acidobacteriota,aerobe,GCA_900108185,863522
,,,,,,,obligate aerobe,,
160,,"DSM 20732, ATCC 35275, CIP 103149, CCUG 32937, CIP 103127, UCD 81-332-9, UCD 332-981",1,Buchananella hordeovulneris,Bacteria,Actinomycetota,anaerobe,GCA_001907235,52770
,,,,,,,facultative anaerobe,,
,,,,,,,microaerophile,,
22996,D9,"DSM 21983, CCM 7845",1,Budvicia diplopodorum,Bacteria,Pseudomonadota,aerobe,GCA_009800925,1119056
,,,,,,,facultative anaerobe,,
5365,W1219,"DSM 13220, ATCC BAA-170, CIP 108362",1,Bulleidia extructa,Bacteria,Bacillota,anaerobe,GCA_000177375,679192
159029,NM-380-WT-3C1,"DSM 105750, JCM 34393",1,Bullifex porci,Bacteria,Spirochaetota,anaerobe,GCA_009695635,2606638
151891,,"CCUG 45121, CEP 0996, LMG 19467",0,Burkholderia ambifaria,Bacteria,Pseudomonadota,aerobe,GCA_026683795,152480
,,,,,,,,GCA_026683835,152480
1945,"J2863, W92B","ATCC BAA-698, CIP 108228, DSM 16086, CCUG 46047, LMG 20980",1,Burkholderia anthina,Bacteria,Pseudomonadota,aerobe,GCA_016836725,179879
,,,,,,,facultative anaerobe,GCA_902498995,179879
,,,,,,,,GCA_902830395,179879
1983,"ES0263A, ES0263AT","DSM 23435, CCUG 54561, LMG 24066, CIP 110772",1,Burkholderia arboris,Bacteria,Pseudomonadota,aerobe,GCA_902499125,488730
,,,,,,,obligate aerobe,,
1952,"CF5610, J2315","CIP 108255, DSM 16553, ATCC BAA-245, CCM 4899, CCUG 48434, LMG 16656, NCTC 13227",1,Burkholderia cenocepacia,Bacteria,Pseudomonadota,aerobe,GCA_900446215,95486
,,,,,,,obligate aerobe,,
1906,717,"DSM 7288, ATCC 25416, DSM 9897, ICPB PC25, NCTC 10743, JCM 5964, BCRC 13208, CCUG 12691, CCUG 13226, CECT 4137, CGMCC 1.1813, CGMCC 1.3393, CIP 80.24, IFO 14074, KCTC 2966, LMG 1222, NBRC 14074, NRRL B-14810, VTT E-94512, ACM 1771",1,Burkholderia cepacia,Bacteria,Pseudomonadota,aerobe,GCA_000473485,983594
,,,,,,,obligate aerobe,GCA_001411495,983594
,,,,,,,,GCA_001528845,292
,,,,,,,,GCA_003546465,983594
,,,,,,,,GCA_006094315,983594
,,,,,,,,GCA_900446175,292
1989,J2956,"DSM 22706, CCUG 55526, LMG 23361",1,Burkholderia contaminans,Bacteria,Pseudomonadota,aerobe,GCA_000987075,1334628
,,,,,,,,GCA_001758385,488447
,,,,,,,,GCA_029633825,488447
1984,"AU1075, O85","DSM 23434, CCUG 54558, LMG 24065",1,Burkholderia diffusa,Bacteria,Pseudomonadota,aerobe,GCA_008802145,488732
,,,,,,,,GCA_016836765,488732
,,,,,,,,GCA_902499115,488732
1947,"AU0645, R-5670","DSM 16088, CCUG 47727, LMG 18943, CIP 108406",1,Burkholderia dolosa,Bacteria,Pseudomonadota,aerobe,GCA_902499135,152500
,,,,,,,obligate aerobe,,
1911,PM 107,"DSM 4285, ATCC 10248, CIP 105410, ICPB PM 107, IFO 13700, NBRC 13700, NCPPB 1891, NRRL B-793, PDDCC 3950, CCUG 1782, LMG 2216, ICMP 3950",1,Burkholderia gladioli,Bacteria,Pseudomonadota,aerobe,GCA_000739755,1218079
,,,,,,,obligate aerobe,GCA_000959725,28095
1919,"MD1, P1-22-1","DSM 9512, ATCC 33617, DSM 7169, NCPPB 2981, PDDCC 3655, CCUG 20835, LMG 2196, CIP 106418, CFBP 4900",1,Burkholderia glumae,Bacteria,Pseudomonadota,aerobe,GCA_000300755,1176492
,,,,,,,obligate aerobe,GCA_000960995,1176492
,,,,,,,,GCA_902832765,1176492
1990,"383, 61","DSM 23089, ATCC 17760, CCUG 55525, LMG 22485, CIP 110773, CCUG 5856, LMG 6991, NCIB 9086",1,Burkholderia lata,Bacteria,Pseudomonadota,aerobe,GCA_000012945,482957
,,,,,,,obligate aerobe,,
154612,,"CCUG 54572, NRRL B-2320, ATCC 17460, LMG 6863",0,Burkholderia lata,Bacteria,Pseudomonadota,aerobe,GCA_902499055,482957
,,,,,,,obligate aerobe,,
1985,,"DSM 23436, CCUG 54555, LMG 24064, FIRENZE 3",1,Burkholderia latens,Bacteria,Pseudomonadota,aerobe,GCA_008802135,488446
,,,,,,,,GCA_902499045,488446
1986,AU0553,"DSM 23519, CCUG 54567, LMG 24068",1,Burkholderia metallica,Bacteria,Pseudomonadota,aerobe,GCA_902499065,488729
,,,,,,,obligate aerobe,GCA_902832845,488729
1941,Cepa 002,"DSM 13243, CIP 105495, LMG 13010, NCTC 13007, CCUG 34080, CCM 4863",1,Burkholderia multivorans,Bacteria,Pseudomonadota,aerobe,GCA_900446205,87883
,,,,,,,obligate aerobe,,
1974,C6786,"DSM 21774, CCUG 51349, CIP 110344, LMG 23618, NCTC 13387, LMG 23678",1,Burkholderia oklahomensis,Bacteria,Pseudomonadota,aerobe,GCA_000170375,441162
,,,,,,,obligate aerobe,GCA_000959365,441162
,,,,,,,,GCA_001522135,441162
,,,,,,,,GCA_900608545,342113
,,,,,,,,GCA_902829515,342113
1917,AZ 8201,"DSM 9509, ATCC 43733, ICMP 9424, JCM 5492, LMG 9035, CCUG 23368, NIAES 1723, CIP 105769, KACC 10679, KCTC 2972, NBRC 104884, NCCB 95038, NCPPB 3590, CFBP 3997",1,Burkholderia plantarii,Bacteria,Pseudomonadota,obligate aerobe,GCA_001411805,41899
,,,,,,,,GCA_902832905,41899
132920,"LiPuma AU3207, Vandamme R-48990","DSM 105103, CCUG 62895, LMG 26883",1,Burkholderia pseudomultivorans,Bacteria,Pseudomonadota,aerobe,GCA_902499075,1207504
,,,,,,,obligate aerobe,,
139753,HST 245,"DSM 103137, LMG 29660, Campa 1040",1,Burkholderia puraquae,Bacteria,Pseudomonadota,aerobe,GCA_902859845,1904757
1938,2327,"DSM 10685, ATCC 15958, CCUG 41877, NCIMB 13695, LMG 14191, CIP 105874, CCRC 14939, CFBP 4794",1,Burkholderia pyrrocinia,Bacteria,Pseudomonadota,aerobe,GCA_001028665,60550
,,,,,,,obligate aerobe,GCA_902832895,60550
1987,AU0475,"DSM 23518, CCUG 54564, LMG 24067",1,Burkholderia seminalis,Bacteria,Pseudomonadota,aerobe,GCA_902499165,488731
,,,,,,,obligate aerobe,GCA_902832885,1108969
156823,,"CCUG 65685, LMG 28154",1,Burkholderia singularis,Bacteria,Pseudomonadota,aerobe,GCA_900176645,1503053
156824,"MSMB050, FC1737, R-52236","CCUG 65686, LMG 28156, DSM 107635",1,Burkholderia stagnalis,Bacteria,Pseudomonadota,aerobe,GCA_008802125,1503054
,,,,,,,obligate aerobe,GCA_902499155,1503054
,,,,,,,,GCA_902830275,1503054
156825,"MSMB110, R-52241","CCUG 65687, LMG 28158, DSM 107636, CCUG 6568",1,Burkholderia territorii,Bacteria,Pseudomonadota,aerobe,GCA_008802115,1503055
,,,,,,,,GCA_016836745,1503055
,,,,,,,,GCA_902499035,1503055
,,,,,,,,GCA_902833055,1503055
1942,E264,"CCUG 48851, CIP 106301, DSM 13276, ATCC 700388",1,Burkholderia thailandensis,Bacteria,Pseudomonadota,aerobe,GCA_000012365,271848
,,,,,,,obligate aerobe,GCA_000152285,271848
,,,,,,,,GCA_003568605,271848
1964,EY 3383,"DSM 17311, CCUG 48852, CIP 107078, NCTC 13147, LMG 20358",1,Burkholderia ubonensis,Bacteria,Pseudomonadota,aerobe,GCA_902499185,101571
,,,,,,,obligate aerobe,GCA_902833085,101571
1939,TVV75,"CCUG 34169, DSM 11319, LMG 10929, JCM 10562, ATCC BAA-248, CCM 4901, CIP 105875, KCTC 2974, NCIMB 13446, CFBP 4796",1,Burkholderia vietnamiensis,Bacteria,Pseudomonadota,aerobe,GCA_000959445,1449978
,,,,,,,obligate aerobe,GCA_001527445,60552
,,,,,,,,GCA_902830295,60552
4316,S1/6-571,"DSM 9396, ATCC 51605, CCM 4876, CCUG 35509, CIP 106477, CDC 9510-94",1,Buttiauxella brennerae,Bacteria,Pseudomonadota,aerobe,GCA_001654925,1354251
,,,,,,,facultative anaerobe,,
4313,78-31,"DSM 9390, ATCC 51602, CCM 4874, CDC 1180-81, CUETM 78-31, CCUG 35507, CIP 106355",1,Buttiauxella ferragutiae,Bacteria,Pseudomonadota,aerobe,GCA_001654915,1354252
,,,,,,,facultative anaerobe,,
4314,S1/1-984,"CCUG 35508, DSM 9393, ATCC 51604, CCM 4875, CIP 106356, CDC 9509-94",1,Buttiauxella gaviniae,Bacteria,Pseudomonadota,aerobe,GCA_001654835,1354253
,,,,,,,facultative anaerobe,,
,,,,,,,obligate aerobe,,
4317,S3/2-161,"CCUG 35510, DSM 9397, ATCC 51606, CCM 4877, CIP 106357, CDC 9511-94",1,Buttiauxella izardii,Bacteria,Pseudomonadota,aerobe,GCA_003601925,82991
,,,,,,,facultative anaerobe,,
4318,EG 59-like NSW 11,"DSM 9401, ATCC 51607, CCUG 35511, CCM 4864, CIP 106358, CDC 9512-94",1,Buttiauxella noackiae,Bacteria,Pseudomonadota,aerobe,GCA_001654865,1354255
,,,,,,,facultative anaerobe,,
156909,,CCUG 66741,0,Scandinavium goeteborgense,Bacteria,Pseudomonadota,aerobe,GCA_003935895,1851514
4319,EG 59-like NSW 326,"CCUG 35512, DSM 9404, ATCC 51608, CCM 4878, CIP 106359, CDC 9513-94, NSW 326",1,Buttiauxella warmboldiae,Bacteria,Pseudomonadota,aerobe,GCA_003818135,82993
,,,,,,,facultative anaerobe,,
24842,Marburg,"DSM 3468, ATCC 33266",0,Butyribacterium methylotrophicum,Bacteria,Bacillota,anaerobe,GCA_001753695,1487
158361,BB10,"DSM 104997, ATCC TSD-102",1,Butyricicoccus porcorum,Bacteria,Bacillota,obligate anaerobe,GCA_002157465,1945634
2871,25-3,"DSM 23266, CCUG 55265, LMG 24109",1,Butyricicoccus pullicaecorum,Bacteria,Bacillota,anaerobe,GCA_900167005,1121128
,,,,,,,obligate anaerobe,,
158474,H184,"DSM 106867, JCM 33535, LMG 30602",1,Butyricimonas faecalis,Bacteria,Bacteroidota,anaerobe,GCA_003991565,2093856
,,,,,,,obligate anaerobe,,
133154,180-3,"DSM 105721, CCUG 65562, JCM 18676",1,Butyricimonas faecihominis,Bacteria,Bacteroidota,,GCA_008830385,1472416
,,,,,,,anaerobe,GCA_014196975,1472416
,,,,,,,,GCA_014647335,1472416
140074,214-4,"DSM 105722, CCUG 65563, JCM 18677",1,Butyricimonas paravirosa,Bacteria,Bacteroidota,anaerobe,GCA_011927845,1472417
,,,,,,,,GCA_014647355,1472417
12522,MT01,"DSM 23225, CCUG 56610, JCM 15148, KCTC 15147",1,Butyricimonas synergistica,Bacteria,Bacteroidota,anaerobe,GCA_000379665,1121129
12523,MT12,"DSM 23226, CCUG 56611, JCM 15149, KCTC 15148",1,Butyricimonas virosa,Bacteria,Bacteroidota,anaerobe,GCA_000519105,1121130
,,,,,,,,GCA_025148635,544645
6341,T9-40A,"DSM 2876, ATCC 29175",1,Eshraghiella crossota,Bacteria,Bacillota,anaerobe,GCA_000156015,511680
,,,,,,,,GCA_025148445,45851
6342,D1,"DSM 3071, ATCC 19171, CCUG 35459, JCM 6563, NCIMB 702221",1,Butyrivibrio fibrisolvens,Bacteria,Bacillota,anaerobe,GCA_900129945,1121131
6351,JK 615,"DSM 14810, ATCC BAA-456",1,Butyrivibrio hungatei,Bacteria,Bacillota,anaerobe,GCA_900143205,1121132
6349,A38,"DSM 10294, ATCC 27208, NCFB 2222",0,Butyrivibrio sp.,Bacteria,Bacillota,anaerobe,GCA_028539135,2972457
12492,By c2,"DSM 14553, JCM 12614, CIP 108850",1,Byssovorax cruenta,Bacteria,Pseudomonadota,facultative anaerobe,GCA_001312805,1300159
,,,,,,,obligate aerobe,,
141015,R-52627,"CCUG 68405, LMG 29324, CIP 111007",1,Caballeronia arationis,Bacteria,Pseudomonadota,aerobe,GCA_001544975,1777142
,,,,,,,obligate aerobe,,
141016,"R-50208, MAN34","LMG 29317, CCUG 68412, CIP 111001",1,Caballeronia arvi,Bacteria,Pseudomonadota,aerobe,GCA_001544695,1777135
,,,,,,,obligate aerobe,,
141017,R-51042,"LMG 29321, CCUG 68408, CIP 111005",1,Caballeronia calidae,Bacteria,Pseudomonadota,aerobe,GCA_900044055,1777139
,,,,,,,obligate aerobe,,
141018,R-50699,"LMG 29318, CCUG 68411, CIP 111002",1,Caballeronia catudaia,Bacteria,Pseudomonadota,aerobe,GCA_001544755,1777136
,,,,,,,obligate aerobe,,
156584,,"CCUG 63063, LMG 22940",1,Caballeronia choica,Bacteria,Pseudomonadota,aerobe,GCA_001544535,326476
,,,,,,,obligate aerobe,,
141019,"AU12121, R-46585","LMG 29315, CCUG 68414, CIP 110999",1,Caballeronia concitans,Bacteria,Pseudomonadota,aerobe,GCA_001544615,1777133
156716,,"CCUG 64368, LMG 27620",1,Caballeronia cordobensis,Bacteria,Pseudomonadota,aerobe,GCA_001278535,1353886
,,,,,,,obligate aerobe,GCA_001544575,1353886
141020,R-50722,"LMG 29320, CCUG 68409, CIP 111004",1,Caballeronia fortuita,Bacteria,Pseudomonadota,aerobe,GCA_001544835,1777138
,,,,,,,obligate aerobe,,
1915,"N 15, N15","DSM 50014, ATCC 29195, CIP 105421, CCUG 7431, CCM 2742, LMG 14190, JCM 10563, BCRC 13900, CFBP 4791, KCTC 2968",1,Caballeronia glathei,Bacteria,Pseudomonadota,aerobe,GCA_000698595,60547
,,,,,,,obligate aerobe,GCA_000751215,60547
141021,R-52631,"LMG 29325, CCUG 68404, CIP 111008",1,Caballeronia glebae,Bacteria,Pseudomonadota,aerobe,GCA_001545035,1777143
,,,,,,,obligate aerobe,,
22942,R27,"DSM 25160, CGMCC 1.11013, LMG 27580",1,Caballeronia grimmiae,Bacteria,Pseudomonadota,aerobe,GCA_000698555,1071679
,,,,,,,obligate aerobe,GCA_014636375,1071679
133975,,"CCUG 63059, LMG 22934",1,Caballeronia humi,Bacteria,Pseudomonadota,aerobe,GCA_001544475,326474
,,,,,,,anaerobe,,
,,,,,,,obligate aerobe,,
141022,R-52609,"LMG 29322, CCUG 68407, CIP 111006",1,Caballeronia hypogeia,Bacteria,Pseudomonadota,aerobe,GCA_001544875,1777140
,,,,,,,obligate aerobe,,
159714,RPE64,"NCIMB 15023, JCM 31142",1,Caballeronia insecticola,Bacteria,Pseudomonadota,aerobe,GCA_000402035,758793
,,,,,,,obligate aerobe,,
141023,R-52612,"LMG 29323, CCUG 68406, CIP 110996",1,Caballeronia pedi,Bacteria,Pseudomonadota,aerobe,GCA_001544915,1777141
,,,,,,,obligate aerobe,,
141024,"NF100, R-16348","LMG 29314, CCUG 68415, CIP 110998",1,Caballeronia peredens,Bacteria,Pseudomonadota,aerobe,GCA_001544595,1777132
141025,R-52634,"LMG 29326, CCUG 68403, CIP 110997",1,Caballeronia ptereochthonis,Bacteria,Pseudomonadota,aerobe,GCA_001545075,1777144
,,,,,,,obligate aerobe,,
1962,"BL 011226, S5-B","DSM 17212, CCUG 49583, JCM 11778, KCTC 12081, CIP 108192, LMG 22029",1,Caballeronia sordidicola,Bacteria,Pseudomonadota,aerobe,GCA_001544455,196367
,,,,,,,facultative anaerobe,,
,,,,,,,obligate aerobe,,
133976,,"CCUG 63060, LMG 22936",1,Caballeronia telluris,Bacteria,Pseudomonadota,aerobe,GCA_001544495,326475
,,,,,,,anaerobe,,
,,,,,,,obligate aerobe,,
141026,R-50715,"LMG 29319, CCUG 68410, CIP 111003",1,Caballeronia temeraria,Bacteria,Pseudomonadota,aerobe,GCA_001544795,1777137
,,,,,,,obligate aerobe,,
133974,,"CCUG 63062, LMG 22937",1,Caballeronia terrestris,Bacteria,Pseudomonadota,aerobe,GCA_001544515,1226301
,,,,,,,anaerobe,,
,,,,,,,obligate aerobe,,
141027,"R-46587, HI4065","LMG 29316, CCUG 68413, CIP 111000",1,Caballeronia turbans,Bacteria,Pseudomonadota,aerobe,GCA_001544655,1777134
,,,,,,,obligate aerobe,,
156583,,"CCUG 63061, LMG 27134",1,Caballeronia udeis,Bacteria,Pseudomonadota,aerobe,GCA_001544555,1232866
,,,,,,,obligate aerobe,,
132575,B157,"DSM 101100, NBRC 111400",1,Caenibacillus caldisaponilyticus,Bacteria,Bacillota,aerobe,GCA_002003465,1674942
14151,ARi-1,"DSM 16702, ATCC BAA-531, IFO 16725, JCM 11434, NBRC 16725, CCUG 56307, CIP 107959, KCTC 12110",1,Caenibius tardaugens,Bacteria,Pseudomonadota,aerobe,GCA_000466945,1219035
,,,,,,,obligate aerobe,GCA_003860345,1219035
3027,EMB320,"DSM 17982, KCTC 12616",1,Caenimonas koreensis,Bacteria,Pseudomonadota,aerobe,GCA_009646335,1121255
,,,,,,,obligate aerobe,,
166356,HX-9-20,"KCTC 72473, CCTCC AB 2019266",1,Caenimonas sedimenti,Bacteria,Pseudomonadota,obligate aerobe,GCA_007833165,2596921
1222,AM-001,"DSM 16130, JCM 10596, CIP 109019",1,Caldalkalibacillus mannanilyticus,Bacteria,Bacillota,aerobe,GCA_000615945,1236954
,,,,,,,obligate aerobe,,
134179,HA6,"CGMCC 1.4242, JCM 13486",1,Caldalkalibacillus thermarum,Bacteria,Bacillota,aerobe,GCA_014644735,296745
16794,7858,"DSM 13054, CNCM I-2383",1,Caldanaerobacter subterraneus,Bacteria,Bacillota,anaerobe,GCA_004345675,911092
16796,MB4,"DSM 15242, CGMCC AS 1.2430, JCM 11007, CGMCC 1.2430, NBRC 100824",1,Caldanaerobacter subterraneus subsp. tengcongensis,Bacteria,Bacillota,anaerobe,GCA_000007085,273068
,,,,,,,,GCA_024807135,273068
16793,KB-1,"DSM 13777, KFCC 11116",1,Caldanaerobacter subterraneus subsp. yonseiensis,Bacteria,Bacillota,anaerobe,GCA_000473865,1388761
16851,JW/YJL-F3,"DSM 17918, ATCC BAA-1278",1,Caldanaerobius fijiensis,Bacteria,Bacillota,anaerobe,GCA_900129075,1121256
24650,KMTHCJ,DSM 13641,1,Caldanaerobius polysaccharolyticus,Bacteria,Bacillota,anaerobe,GCA_000427425,935948
16902,"JW-Sb4, JW/SA-NV4","DSM 18802, ATCC BAA-1454",1,Caldanaerovirga acetigignens,Bacteria,Bacillota,anaerobe,GCA_900142995,447595
24651,KKC1,"DSM 26464, NBRC 109353",1,Calderihabitans maritimus,Bacteria,Bacillota,anaerobe,GCA_002207765,1246530
1324,Tf,DSM 16016,1,Caldibacillus debilis,Bacteria,Bacillota,aerobe,GCA_000383875,1121917
,,,,,,,anaerobe,,
18023,X6B,"DSM 7040, ATCC BAA-1149",1,Caldicellulosiruptor acetigenus,Bacteria,Bacillota,anaerobe,GCA_000421725,1121259
18024,6A,DSM 9545,0,Caldicellulosiruptor acetigenus,Bacteria,Bacillota,anaerobe,GCA_000193435,632516
18022,Z-1320,"DSM 6725, ATCC BAA-1888, KCTC 15123, KCTC 4509, KCTC 4512",1,Caldicellulosiruptor bescii,Bacteria,Bacillota,anaerobe,GCA_000022325,521460
130816,CBS-Z,"DSM 26941, CGMCC 1.5180",1,Caldicellulosiruptor changbaiensis,Bacteria,Bacillota,anaerobe,GCA_003999255,1222016
18028,108,"DSM 18901, VKM B-2411",1,Caldicellulosiruptor hydrothermalis,Bacteria,Bacillota,anaerobe,GCA_000166355,632292
18029,2002,"DSM 18902, VKM B-2412",1,Caldicellulosiruptor kronotskyensis,Bacteria,Bacillota,anaerobe,GCA_000166775,632348
140656,OB47,"ATCC BAA-2073, JCM 16842",1,Caldicellulosiruptor obsidiansis,Bacteria,Bacillota,anaerobe,GCA_000145215,608506
,,,,,,,obligate anaerobe,,
18027,OL,"DSM 13100, ATCC 700167",1,Caldicellulosiruptor owensensis,Bacteria,Bacillota,anaerobe,GCA_000166335,632518
,,,,,,,obligate anaerobe,,
18025,Tp 8T.6.3.3.1.,"DSM 8903, ATCC 43494",1,Caldicellulosiruptor saccharolyticus,Bacteria,Bacillota,anaerobe,GCA_000016545,351627
18031,Rt8.B8,"DSM 8990, KCTC 25803",0,Caldicellulosiruptor sp.,Bacteria,Bacillota,anaerobe,GCA_026810225,1387555
17804,TH7C1,"DSM 22661, JCM 16184",1,Caldicoprobacter algeriensis,Bacteria,Bacillota,anaerobe,GCA_023838525,699281
1579,St. T,"DSM 20678, JCM 30420",1,Caldicoprobacter faecalis,Bacteria,Bacillota,anaerobe,GCA_900115765,937334
23443,D2C22,"DSM 24605, JCM 17646",1,Caldicoprobacter guelmensis,Bacteria,Bacillota,anaerobe,GCA_016908415,1170224
17632,STL-6-01,"DSM 14535, JCM 11387, NBRC 104270",1,Caldilinea aerophila,Bacteria,Chloroflexota,anaerobe,GCA_000281175,926550
132490,TF1,"DSM 29380, NBRC 110713",1,Caldimicrobium thiodismutans,Bacteria,Thermodesulfobacteriota,anaerobe,GCA_001548275,1653476
130252,"L21-TYG-TH, L21-TH-D2","DSM 26826, JCM 18664",1,Caldisalinibacter kiritimatiensis,Bacteria,Bacillota,anaerobe,GCA_000387765,1304284
17798,AZM16c01,"DSM 21853, NBRC 104410",1,Caldisericum exile,Bacteria,Caldisericota,anaerobe,GCA_000284335,511051
1562,YMO81,"DSM 45223, ATCC BAA-1462, JCM 14719, FERM P-18598",1,Calditerricola satsumensis,Bacteria,Bacillota,aerobe,GCA_001311905,1294024
,,,,,,,,GCA_014646935,373054
3846,Yu37-1,"DSM 19672, NBRC 101217",1,Calditerrivibrio nitroreducens,Bacteria,Deferribacterota,anaerobe,GCA_000183405,768670
18090,LF13,"DSM 13497, VKM B-2286",1,Caldithrix abyssi,Bacteria,Calditrichota,anaerobe,GCA_000241815,880073
,,,,,,,,GCA_001886815,880073
,,,,,,,,GCA_945865405,880073
158567,,"KCTC 52714, CGMCC 1.16330, YIM 72346",1,Caldovatus sediminis,Bacteria,Pseudomonadota,aerobe,GCA_014644455,2041189
,,,,,,,obligate aerobe,,
2523,RC3,"DSM 22476, JCM 15081, KCTC 5601",1,Caloramator australicus,Bacteria,Bacillota,anaerobe,GCA_000297115,857293
2518,Rt4-B1,"DSM 5463, ATCC 43204, KCTC 15126",1,Clostridium fervidum,Bacteria,Bacillota,anaerobe,GCA_900108045,29344
2524,VF08,"DSM 25793, JCM 15828, KCTC 5735",1,Caloramator mitchellensis,Bacteria,Bacillota,anaerobe,GCA_001440545,908809
2519,U,DSM 10124,1,Caloramator proteoclasticus,Bacteria,Bacillota,anaerobe,GCA_900129265,1121262
2526,MV1087,"DSM 13643, CNCM I-2543",1,Caloranaerobacter azorensis,Bacteria,Bacillota,anaerobe,GCA_900129995,1121264
131350,"DY22619, MCCC1A06455","DSM 27799, JCM 19467, MCCC 1A06455",1,Caloranaerobacter ferrireducens,Bacteria,Bacillota,anaerobe,GCA_001730685,1323370
1674,M 2040,"DSM 22958, CCM 7696, CCUG 58638",1,Camelimonas lactis,Bacteria,Pseudomonadota,aerobe,GCA_004342915,659006
10428,TB-2,"DSM 16658, JCM 12641",1,Caminibacter mediatlanticus,Bacteria,Pseudomonadota,anaerobe,GCA_000170735,391592
,,,,,,,,GCA_005843985,391592
130468,"EPR-TB6, TB-6","DSM 27783, JCM 19563",1,Caminibacter pacificus,Bacteria,Pseudomonadota,anaerobe,GCA_003752135,1424653
2527,AM 1114,"DSM 14501, CIP 107141",1,Caminicella sporogenes,Bacteria,Bacillota,anaerobe,GCA_003609595,166485
,,,,,,,,GCA_900142285,1121266
133481,86/06,"LMG 24591, CCUG 56292",1,Campylobacter avium,Bacteria,Pseudomonadota,microaerophile,GCA_002238335,522484
157235,,"LMG 30333, CCUG 71276",1,Campylobacter blaseri,Bacteria,Pseudomonadota,microaerophile,GCA_013201895,2042961
2139,L266,"DSM 22948, CCUG 54429, LMG 24001, LMG 54429, KCTC 15211",1,Campylobacter canadensis,Bacteria,Pseudomonadota,anaerobe,GCA_013177655,449520
,,,,,,,microaerophile,,
,,,,,,,obligate aerobe,,
2103,"Brussels, 1407","DSM 4689, ATCC 33559, CCM 7376, CCUG 11283, CIP 7080, LMG 6440, NCTC 11366, JCM 2529, CCUG 14540, LMG 15999, LMG 8847, CIP 70.80, WDCM 00072, CECT 8205",1,Campylobacter coli,Bacteria,Pseudomonadota,microaerophile,GCA_003590975,195
,,,,,,,,GCA_008802085,195
,,,,,,,,GCA_900446355,195
130239,BFR-CA-9557,DSM 100395,0,Campylobacter coli,Bacteria,Pseudomonadota,microaerophile,GCA_001305715,195
,,,,,,,obligate aerobe,,
130891,"13, CNET051",DSM 24155,0,Campylobacter coli,Bacteria,Pseudomonadota,microaerophile,GCA_019734755,195
2119,,"DSM 9716, ATCC 33237, CCUG 13144, DSM 5360, FDC 484, LMG 7788, NCTC 11485, LMG 6441, CIP 103757",1,Campylobacter concisus,Bacteria,Pseudomonadota,anaerobe,GCA_001298465,199
,,,,,,,microaerophile,,
140073,,"DSM 105763, CCUG 64942, LMG 27932, CIT 045",0,Campylobacter corcagiensis,Bacteria,Pseudomonadota,anaerobe,GCA_013201645,1448857
