Accession,phylum,PF00216.26,PF00296.26,PF01189.24,PF04241.20,PF08331.15,PF10371.14,PF10590.14,PF16870.10,PF17769.7,PF17910.6,PF22692.1,PF01329.24,PF21349.2,PF01152.27,PF02104.20,PF02628.20,PF03070.21,PF01871.22,PF13564.11,PF05721.19,Oxygen2
GCA_000429985.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000165795.1,Synergistota,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_001748225.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000024565.1,Fusobacteriota,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GCA_014230145.1,Verrucomicrobiota,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0
GCA_000597725.1,Campylobacterota,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1
GCA_001990485.1,Thermotogota,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_900114115.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000025605.1,Aquificota,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
GCA_014207595.1,Planctomycetota,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0
GCA_000185805.1,Aquificota,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_003336745.1,Deinococcota,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
GCA_007750395.1,Planctomycetota,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0
GCA_001956985.1,Planctomycetota,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0
GCA_003096415.1,Verrucomicrobiota,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
GCA_001311845.1,Desulfobacterota,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_001701045.1,Synergistota,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
GCA_000196135.1,Campylobacterota,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
GCA_007751035.1,Planctomycetota,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0
GCA_001517935.1,Fusobacteriota,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GCA_010894435.1,Other,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0
GCA_000384815.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_007992435.1,Verrucomicrobiota,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
GCA_009695635.1,Spirochaetota,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
GCA_016595505.1,Verrucomicrobiota,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0
GCA_000426625.1,Fusobacteriota,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
GCA_025685625.1,Acidobacteriota,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0
GCA_000179915.2,Acidobacteriota,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0
GCA_000182945.1,Fusobacteriota,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
GCA_025685545.1,Acidobacteriota,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0
GCA_002197845.1,Planctomycetota,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0
GCA_000258405.1,Bacteroidota_A,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
GCA_000734015.1,Desulfobacterota,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_900143265.1,Thermotogota,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000419585.1,Bacteroidota_A,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0
GCA_010894405.1,Other,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0
GCA_000332495.2,Spirochaetota,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0
GCA_003967535.1,Chloroflexota,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0
GCA_000023905.1,Fusobacteriota,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
GCA_000317835.1,Deinococcota,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0
GCA_000195755.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_002087085.1,Spirochaetota,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1
GCA_017161325.1,Spirochaetota,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
GCA_014207565.1,Spirochaetota,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000020685.1,Deinococcota,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0
GCA_000737325.2,Other,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0
GCA_016919065.1,Desulfobacterota,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1
GCA_900101345.1,Desulfobacterota,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1
GCA_000017545.1,Thermotogota,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
GCA_001563225.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_001298465.1,Campylobacterota,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
GCA_000519125.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_014202645.1,Deinococcota,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0
GCA_000332475.2,Spirochaetota,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0
GCA_000021945.1,Chloroflexota,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1
GCA_007751715.1,Planctomycetota,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0
GCA_001580045.1,Verrucomicrobiota,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
GCA_000987835.1,Campylobacterota,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1
GCA_009856865.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_900167065.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_014647535.1,Deinococcota,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
GCA_001642325.1,Desulfobacterota,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
GCA_014201885.1,Deinococcota,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0
GCA_001311825.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1
GCA_000092425.1,Deinococcota,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0
GCA_017377855.1,Acidobacteriota,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0
GCA_003057965.1,Other,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000507245.1,Spirochaetota,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1
GCA_014642855.1,Acidobacteriota,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0
GCA_000429325.1,Desulfobacterota_I,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1
GCA_000420485.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000195295.1,Desulfobacterota,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
GCA_001618865.1,Acidobacteriota,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0
GCA_014202345.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_001190745.1,Campylobacterota,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
GCA_003028415.1,Deinococcota,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0
GCA_000347175.1,Spirochaetota,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0
GCA_000178975.2,Acidobacteriota,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0
GCA_001548275.1,Desulfobacterota,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
GCA_900107645.1,Desulfobacterota,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000413055.1,Spirochaetota,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
GCA_000167355.1,Desulfobacterota,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_009936215.1,Thermotogota,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000425265.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_001306135.1,Chloroflexota,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
GCA_000428825.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_007859855.1,Planctomycetota,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0
GCA_007754425.1,Planctomycetota,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0
GCA_000350545.1,Desulfobacterota,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
GCA_016908145.1,Thermotogota,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
GCA_014651675.1,Verrucomicrobiota,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0
GCA_014203025.1,Other,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
GCA_003967515.1,Chloroflexota,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0
GCA_001553625.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000023445.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000331025.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_018476905.1,Desulfobacterota,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
GCA_002797675.1,Other,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
GCA_000020985.1,Other,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_003185655.1,Verrucomicrobiota,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0
GCA_007748155.1,Planctomycetota,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0
GCA_013201685.1,Campylobacterota,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
GCA_900109885.1,Desulfobacterota,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000512235.1,Other,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_013036045.1,Planctomycetota,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0
GCA_000758165.1,Spirochaetota,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1
GCA_003346775.1,Campylobacterota,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0
GCA_000237805.1,Synergistota,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
GCA_000265295.1,Campylobacterota,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000378205.1,Spirochaetota,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_004307015.1,Deinococcota,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
GCA_014201655.1,Thermotogota,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000217815.1,Thermotogota,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
GCA_016595435.1,Verrucomicrobiota,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0
GCA_002895565.1,Thermotogota,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
GCA_016595415.1,Verrucomicrobiota,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0
GCA_000427095.1,Other,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0
GCA_014640335.1,Acidobacteriota,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0
GCA_000384395.1,Desulfobacterota,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1
GCA_002117005.1,Planctomycetota,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
GCA_000620765.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
GCA_014201875.1,Deinococcota,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
GCA_000017805.1,Chloroflexota,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1
GCA_900108185.1,Acidobacteriota,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0
GCA_008974285.1,Chloroflexota,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0
GCA_000242455.3,Planctomycetota,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0
GCA_000143965.1,Desulfobacterota,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_002007645.1,Planctomycetota,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
GCA_003315205.1,Verrucomicrobiota,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0
GCA_000422565.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_025685685.1,Acidobacteriota,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0
GCA_000429925.1,Desulfobacterota,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_001953175.1,Chloroflexota,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
GCA_000024325.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_001874525.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_001723605.1,Campylobacterota,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
GCA_002911695.1,Bacteroidota_A,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0
GCA_000237825.1,Synergistota,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000621145.1,Desulfobacterota,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_007280555.1,Deinococcota,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0
GCA_001968985.1,Aquificota,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1
GCA_014648095.1,Deinococcota,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0
GCA_009688965.1,Desulfobacterota,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1
GCA_007746795.1,Planctomycetota,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0
GCA_000828655.1,Thermotogota,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000341895.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000422285.1,Desulfobacterota,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
GCA_000015045.1,Desulfobacterota,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000210715.1,Synergistota,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_900141815.1,Verrucomicrobiota,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
GCA_000196115.1,Planctomycetota,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0
GCA_000428885.1,Acidobacteriota,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
GCA_004135975.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000828675.1,Thermotogota,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000504305.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_001687335.1,Desulfobacterota,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_001050195.2,Chloroflexota,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1
GCA_000701405.1,Deinococcota,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0
GCA_001517835.1,Fusobacteriota,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GCA_014647055.1,Deinococcota,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0
GCA_001747405.1,Bacteroidota_A,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
GCA_000025905.1,Verrucomicrobiota,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0
GCA_000007985.2,Desulfobacterota,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_001466665.1,Chloroflexota,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
GCA_000012925.1,Desulfobacterota,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_001672295.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_900167125.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_014230085.1,Verrucomicrobiota,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
GCA_001748285.1,Chloroflexota,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0
GCA_000025885.1,Synergistota,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
GCA_000177335.1,Synergistota,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
GCA_001050235.2,Chloroflexota,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1
GCA_000021645.1,Other,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
GCA_000156375.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
GCA_001888165.1,Desulfobacterota,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000165505.1,Fusobacteriota,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1
GCA_000018405.1,Desulfobacterota,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
GCA_001997385.1,Planctomycetota,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
GCA_003351105.1,Thermotogota,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_002901445.1,Deinococcota,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0
GCA_004117075.1,Thermotogota,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
GCA_003967575.1,Chloroflexota,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0
GCA_021568855.1,Synergistota,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1
GCA_000010665.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_016617615.1,Aquificota,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1
GCA_000429945.1,Desulfobacterota,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1
GCA_025685565.1,Acidobacteriota,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0
GCA_018531195.1,Desulfobacterota,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000214355.1,Spirochaetota,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000024885.1,Campylobacterota,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000010985.1,Other,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_900156105.1,Spirochaetota,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
GCA_000025945.1,Desulfobacterota,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
GCA_000143165.1,Chloroflexota,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
GCA_009689005.1,Desulfobacterota,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000242915.2,Campylobacterota,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1
GCA_000020465.1,Bacteroidota_A,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
GCA_003574085.1,Deinococcota,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
GCA_000008545.1,Thermotogota,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1
GCA_001652585.1,Desulfobacterota,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000010785.1,Aquificota,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0
GCA_000375425.1,Bacteroidota_A,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0
GCA_007747795.1,Planctomycetota,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0
GCA_014201505.1,Desulfobacterota,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
GCA_900217235.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000014965.1,Desulfobacterota,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
GCA_000255555.2,Spirochaetota,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
GCA_007748195.1,Planctomycetota,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0
GCA_007860075.1,Planctomycetota,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0
GCA_000430005.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_003285105.1,Bacteroidota_A,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0
GCA_900188225.1,Desulfobacterota_I,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000184345.2,Spirochaetota,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_000745455.1,Thermotogota,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_013389365.1,Desulfobacterota,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1
GCA_000255705.1,Planctomycetota,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0
GCA_014202035.1,Spirochaetota,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
GCA_026089295.1,Fusobacteriota,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
GCA_007860105.1,Planctomycetota,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0
GCA_900107215.1,Synergistota,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1
GCA_008035925.1,Planctomycetota,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0
GCA_025685605.1,Acidobacteriota,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0
GCA_000092845.1,Spirochaetota,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
GCA_016592575.1,Acidobacteriota,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
GCA_000931935.2,Desulfobacterota,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_016595525.1,Verrucomicrobiota,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
GCA_001293685.1,Desulfobacterota,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_001306115.1,Chloroflexota,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
GCA_017893965.1,Spirochaetota,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
