Accession,phylum,PF00115.25,PF00116.26,PF00199.24,PF00296.26,PF00510.24,PF01521.26,PF02678.22,PF03063.25,PF05726.19,PF08007.18,PF10371.14,PF13597.11,PF16901.10,PF17773.7,PF02579.22,PF02628.20,PF08530.16,PF01871.22,PF02906.19,PF09989.15,Oxygen2
GCA_009696445.1,Bacillota,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1
GCA_014646575.1,Pseudomonadota,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
GCA_003610495.1,Bacillota,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
GCA_018332455.1,Bacillota,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1
GCA_004369225.1,Bacillota,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1
GCA_004028155.1,Bacteroidota,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0
GCA_001435345.1,Bacillota,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
GCA_000308715.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
GCA_000612725.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0
GCA_000621505.1,Bacillota,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1
GCA_000298075.1,Bacillota,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
GCA_000173735.1,Pseudomonadota,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0
GCA_023721415.1,Bacteroidota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_008973665.1,Bacillota,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0
GCA_004339805.1,Bacillota,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1
GCA_016907385.1,Actinomycetota,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0
GCA_000190635.1,Bacillota,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1
GCA_002259605.1,Actinomycetota,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
GCA_021608135.1,Bacillota,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1
GCA_900112935.1,Bacillota,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1
GCA_000815105.2,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
GCA_900637955.1,Actinomycetota,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
GCA_015751785.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_900089835.1,Pseudomonadota,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0
GCA_001940525.2,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0
GCA_002019695.1,Bacillota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_900106525.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_004349315.1,Bacteroidota,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0
GCA_003687725.1,Bacteroidota,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
GCA_014206875.1,Bacteroidota,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1
GCA_007829815.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_001636295.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
GCA_026344005.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_900116405.1,Pseudomonadota,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0
GCA_000711875.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
GCA_014635025.1,Bacillota,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
GCA_014205875.1,Bacillota,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1
GCA_000296445.1,Actinomycetota,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1
GCA_011455875.1,Pseudomonadota,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
GCA_000349205.1,Pseudomonadota,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
GCA_900112365.1,Bacteroidota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_000411375.1,Actinomycetota,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0
GCA_004335015.1,Pseudomonadota,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
GCA_000993785.3,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
GCA_014229965.1,Bacillota,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1
GCA_001908095.1,Pseudomonadota,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
GCA_001584145.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_000092405.1,Bacillota,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1
GCA_900109705.1,Pseudomonadota,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
GCA_003987045.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0
GCA_014202075.1,Pseudomonadota,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
GCA_001704115.1,Pseudomonadota,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
GCA_014205685.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_900156825.1,Bacteroidota,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0
GCA_000488255.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
GCA_002744735.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0
GCA_003574425.1,Pseudomonadota,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
GCA_003254705.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
GCA_014490665.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_900116755.1,Bacillota,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1
GCA_001278115.1,Bacteroidota,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
GCA_000166715.2,Bacillota,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
GCA_001189955.1,Pseudomonadota,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_014644495.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_001687605.2,Bacillota,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
GCA_900188445.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
GCA_003012935.1,Pseudomonadota,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_002891295.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_009835145.1,Pseudomonadota,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
GCA_002217405.1,Bacteroidota,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
GCA_002205845.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_002802965.1,Bacillota,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1
GCA_900141785.1,Bacteroidota,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_001553545.1,Bacteroidota,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
GCA_004114425.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0
GCA_900105165.1,Bacteroidota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_003423665.1,Bacillota,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
GCA_001302265.1,Bacillota,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
GCA_003205195.1,Pseudomonadota,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_000427425.1,Bacillota,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1
GCA_014640635.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
GCA_003289645.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_001747105.1,Bacteroidota,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_014647595.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_000741715.1,Actinomycetota,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
GCA_014645235.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_014201355.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_014651695.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_000373265.1,Bacteroidota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_000166295.1,Pseudomonadota,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0
GCA_004009905.1,Bacillota,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
GCA_023284005.1,Pseudomonadota,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
GCA_900129555.1,Bacteroidota,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0
GCA_002890915.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0
GCA_000243235.1,Bacteroidota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_021283305.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
GCA_000971275.1,Pseudomonadota,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
GCA_000244975.1,Actinomycetota,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
GCA_014203545.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
GCA_003605195.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_000632805.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0
GCA_003334855.1,Bacteroidota,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_000737865.1,Actinomycetota,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
GCA_024105735.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_011742875.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_021462285.1,Pseudomonadota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
GCA_003173035.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
GCA_902859765.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
GCA_000517065.1,Bacteroidota,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1
GCA_004342485.1,Pseudomonadota,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0
GCA_014199955.1,Pseudomonadota,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0
GCA_002201475.1,Bacillota,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1
GCA_000577275.2,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0
GCA_004803635.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
GCA_900102625.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0
GCA_014651535.1,Bacteroidota,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0
GCA_003063455.1,Pseudomonadota,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
GCA_900091435.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_004000945.1,Bacillota,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
GCA_000297025.1,Bacillota,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
GCA_003583725.1,Pseudomonadota,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
GCA_900167975.1,Bacteroidota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
GCA_000820705.1,Bacillota,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1
GCA_900129115.1,Bacillota,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1
GCA_000467125.1,Pseudomonadota,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
GCA_001183605.1,Bacillota,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_003945345.1,Bacillota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_900172235.1,Pseudomonadota,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_000503895.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_002005145.1,Bacillota,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1
GCA_000341185.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_001485415.1,Bacteroidota,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0
GCA_009827325.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_000585395.1,Bacillota,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1
GCA_002224365.1,Bacillota,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
GCA_900110265.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
GCA_003350475.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0
GCA_009827495.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
GCA_002744755.1,Bacteroidota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_000382705.1,Pseudomonadota,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
GCA_000820225.1,Pseudomonadota,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
GCA_000421665.1,Bacillota,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
GCA_000154725.1,Bacteroidota,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0
GCA_900114245.1,Pseudomonadota,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0
GCA_000621125.1,Bacteroidota,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_014651955.1,Pseudomonadota,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0
GCA_018500185.1,Bacteroidota,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0
GCA_005121165.3,Bacillota,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1
GCA_000154825.1,Bacillota,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1
GCA_001598435.1,Pseudomonadota,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_001017755.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
GCA_000614065.1,Bacteroidota,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
GCA_003122385.1,Bacteroidota,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
GCA_009828105.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0
GCA_000425385.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_001750285.1,Bacillota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0
GCA_003148625.1,Bacteroidota,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_000379805.1,Bacteroidota,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_004348265.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_001005295.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_000384195.1,Bacillota,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1
GCA_011761945.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_017874425.1,Bacillota,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1
GCA_900101815.1,Bacteroidota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_001434335.1,Bacillota,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
GCA_025823105.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
GCA_024055795.1,Actinomycetota,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
GCA_005863185.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_014647975.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_900100475.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
GCA_000428045.1,Pseudomonadota,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0
GCA_003966225.1,Pseudomonadota,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
GCA_900129205.1,Pseudomonadota,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0
GCA_000307265.1,Bacillota,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1
GCA_000971335.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0
GCA_003217775.1,Bacillota,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
GCA_024643285.1,Bacteroidota,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_006540085.1,Actinomycetota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_009720775.1,Pseudomonadota,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0
GCA_000430525.1,Bacteroidota,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
GCA_016909175.1,Bacillota,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
GCA_900112685.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_014207355.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0
GCA_004339765.1,Bacteroidota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_009602535.1,Actinomycetota,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
GCA_002217285.1,Bacteroidota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
GCA_001307195.1,Pseudomonadota,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
GCA_000190575.1,Bacteroidota,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
GCA_000690055.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
GCA_005876855.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
GCA_002217355.1,Bacteroidota,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
GCA_000636015.1,Pseudomonadota,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
GCA_000422345.1,Pseudomonadota,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0
GCA_003935895.2,Pseudomonadota,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
GCA_003012815.1,Pseudomonadota,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0
GCA_014652235.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
GCA_900102265.1,Bacteroidota,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0
GCA_027118995.1,Pseudomonadota,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
GCA_900116225.1,Bacteroidota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
GCA_000430995.1,Bacillota,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1
GCA_000959445.1,Pseudomonadota,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0
GCA_018128965.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0
GCA_000478275.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_003053745.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0
GCA_900129995.1,Bacillota,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1
GCA_000427645.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0
GCA_018283645.1,Actinomycetota,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0
GCA_026157105.1,Pseudomonadota,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
GCA_001278705.1,Bacillota,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
GCA_001274945.1,Bacillota,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
GCA_017873395.1,Bacillota,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1
GCA_000429785.1,Pseudomonadota,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
GCA_900101395.1,Bacteroidota,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
GCA_002844575.1,Bacillota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_000315055.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
GCA_004353985.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_000219605.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0
GCA_000763905.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
GCA_008801475.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
GCA_000725885.1,Actinomycetota,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0
GCA_000983115.1,Bacillota,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1
GCA_008638305.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
GCA_900115065.1,Pseudomonadota,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1
GCA_003388735.1,Bacillota,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0
GCA_004016525.1,Bacteroidota,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0
GCA_000145275.1,Bacillota,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1
GCA_000763805.1,Pseudomonadota,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
GCA_900107695.1,Pseudomonadota,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0
GCA_003731635.1,Pseudomonadota,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0
GCA_900142225.1,Bacillota,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1
